,type,reference,price,district,street,area,rooms,plant,lift,parking,description
82,Penthouse,/en/inmueble/100997286/,"555,000€","[""\n\n\n\n\n\n\nPenthouse in La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n555', '000€\n\n\n570', '000 €\n\n3%\n\n\n\n3 bed.\n85 m²\n8th floor exterior with lift\n\n\nFunctional penthouse in Nova Esquerra del Eixample\nFunctional penthouse with terrace facing the courtyard with open views', ' with very good renovation possibilities and exterior main rooms']",La Nova Esquerra de l'Eixample,85 m²,3 bed.,8th,with lift,,"Functional penthouse in Nova Esquerra del Eixample
Functional penthouse with terrace facing the courtyard with open views, with very good renovation possibilities and exterior main rooms, very close to the Ninot Market and Hospital Clínic. From the entrance of the flat there is a hall that leads to"
83,Flat,/en/inmueble/101606516/,"625,000€","['\n\n\n\n\n\n\nFlat in Gran Via De Les Corts Catalanes / Napoles', ' El Fort Pienc', ' Barcelona\n\n\n625', '000€\n\n\n3 bed.\n130 m²\n3rd floor exterior with lift\n\n\nMAGNIFICENT BRAND NEW RENOVATED HOUSING WITH QUALITY MATERIALS AND FINISHES 130m2 3rd real floor height. Very bright', ' with direct sun in the morning and in the afternoon', ' it has a spacious living-dining room that overlooks the lungs of the block']",Gran Via De Les Corts Catalanes / Napoles,130 m²,3 bed.,3rd,with lift,,"MAGNIFICENT BRAND NEW RENOVATED HOUSING WITH QUALITY MATERIALS AND FINISHES 130m2 3rd real floor height. Very bright, with direct sun in the morning and in the afternoon, it has a spacious living-dining room that overlooks the lungs of the block, and adjacent to a small study with large windows and"
84,Flat,/en/inmueble/101610900/,"390,000€","['\n\n\n\n\n\n\nFlat in calle Nou de la Rambla', ' El Raval', ' Barcelona\n\n\n390', '000€\n\n\n3 bed.\n97 m²\n4th floor exterior with lift\n\n\nGEINBAR presents for sale in Barcelona', ' El Raval area', ' this spectacular apartment completely renovated and furnished ready to move into. The house has 97 m2. of constructed area', ' 2 double bedrooms and a single room', ' 2 complete bathrooms with shower', ' equipped kitchen', ' interior wood carpentry']",calle Nou de la Rambla,97 m²,3 bed.,4th,with lift,,"GEINBAR presents for sale in Barcelona, El Raval area, this spectacular apartment completely renovated and furnished ready to move into. The house has 97 m2. of constructed area, 2 double bedrooms and a single room, 2 complete bathrooms with shower, equipped kitchen, interior wood carpentry, east-we"
85,Penthouse,/en/inmueble/94457998/,"880,000€","['\n\n\n\n\n\n\nPenthouse in via Augusta', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n880', '000€\n\n\n2 bed.\n116 m²\n7th floor exterior with lift\n\n\nExcellent penthouse with large terrace of new construction', ' recently completely renovated in a building with a concierge.\nThis apartment is located on Vía Augusta', ' just before reaching Plaza Molina', ' a beautiful square with a lot of life']",via Augusta,116 m²,2 bed.,7th,with lift,,"Excellent penthouse with large terrace of new construction, recently completely renovated in a building with a concierge.
This apartment is located on Vía Augusta, just before reaching Plaza Molina, a beautiful square with a lot of life, services and good restaurants.
It is a floor that has 88.50 m"
86,Flat,/en/inmueble/101608206/,"470,000€","['\n\n\n\n\n\n\nFlat in avenida de Roma', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n470', '000€\n\n\n4 bed.\n97 m²\n7th floor exterior with lift\n\n\nLa Casa Agency presents a 97m² property located on a seventh floor with elevator', ' distributed in:\nIndependent kitchen', ' living room with great clarity', ' three bedrooms and the possibility of making a fourth', ' it has a complete bathroom with a bathtub']",avenida de Roma,97 m²,4 bed.,7th,with lift,,"La Casa Agency presents a 97m² property located on a seventh floor with elevator, distributed in:
Independent kitchen, living room with great clarity, three bedrooms and the possibility of making a fourth, it has a complete bathroom with a bathtub, a courtesy toilet. It is exterior and therefore th"
87,Flat,/en/inmueble/101004263/,"465,000€","['\n\n\n\n\n\n\nFlat in El Parc i la Llacuna del Poblenou', ' Barcelona\n\n\n465', '000€\n\n\n470']",El Parc i la Llacuna del Poblenou,105 m²,4 bed.,7th,with lift,,"High and very comfortable apartment in Ciutadella
Steps from the triumphal arch and the Ciutadella park and just in front of the magnificent palace of justice we find this wonderful high and spacious apartment with 3 double bedrooms and 2 bathrooms with giant living room.
Located on the seventh floo"
88,Duplex,/en/inmueble/101064886/,"690,000€","['\n\n\n\n\n\n\nDuplex in calle de El Escorial', ' Vila de Gràcia', ' Barcelona\n\n\n690', '000€\n\n\n3 bed.\n145 m²\nGround floor exterior with lift\n\n\nThis property is located in a building in the upper part of Gracia', ' one of the most charming neighbourhoods in Barcelona. The surrounding area has a wide variety of shops and services for day to day life', ' public transport', ' large green areas']",calle de El Escorial,145 m²,3 bed.,Ground,with lift,,"This property is located in a building in the upper part of Gracia, one of the most charming neighbourhoods in Barcelona. The surrounding area has a wide variety of shops and services for day to day life, public transport, large green areas, lively streets and squares and a charming range of leisure"
89,Flat,/en/inmueble/101459935/,"275,000€","['\n\n\n\n\n\n\nFlat in Passatge de Garcia i Robles', ' La Salut', ' Barcelona\n\n\n275', '000€\n\n\n2 bed.\n70 m²\n3rd floor exterior with lift\n\n\nUnique brand new home!\nClikalia puts this 70 m2 exterior property for sale under renovation.It is located on the 3rd floor with a lift', ' on Passatge Garcia I Robles street']",Passatge de Garcia i Robles,70 m²,2 bed.,3rd,with lift,,"Unique brand new home!
Clikalia puts this 70 m2 exterior property for sale under renovation.It is located on the 3rd floor with a lift, on Passatge Garcia I Robles street, in La Salut.
Would you like to customize the finishes of this apartment? Visit this house that is being renovated from anywher"
90,Flat,/en/inmueble/98416673/,"470,000€","['\n\n\n\n\n\n\nFlat in calle de Tuset', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n470', '000€\n\n\n4 bed.\n121 m²\n1st floor exterior with lift\n\n\nApartment for sale in Sant Gervasi', ' Barcelona\nBright 121m2 apartment built according to cadastre', ' in the quiet street of Granada del Penedès.\nUpon entering the house we find a hall that distributes a spacious 23 m2 living room']",calle de Tuset,121 m²,4 bed.,1st,with lift,,"Apartment for sale in Sant Gervasi, Barcelona
Bright 121m2 apartment built according to cadastre, in the quiet street of Granada del Penedès.
Upon entering the house we find a hall that distributes a spacious 23 m2 living room, a room that has access to a gallery / water area and where there is als"
91,Flat,/en/inmueble/101526554/,"350,000€","['\n\n\n\n\n\n\nFlat in calle de Cartagena', ' La Sagrada Família', ' Barcelona\n\n\n350', '000€\n\n\n2 bed.\n73 m²\n2nd floor exterior with lift\n\n\nUnique brand new home!\nClikalia puts this 73 m2 exterior property for sale under renovation.It is located on the 2nd floor with elevator', ' on Cartagena street']",calle de Cartagena,73 m²,2 bed.,2nd,with lift,,"Unique brand new home!
Clikalia puts this 73 m2 exterior property for sale under renovation.It is located on the 2nd floor with elevator, on Cartagena street, in the Sagrada Familia.
Would you like to customize the finishes of this apartment? Visit this house that is being renovated from anywhere"
92,Flat,/en/inmueble/101243323/,"448,250€","['\n\n\n\n\n\n\nFlat in calle de Guillem Tell', ' El Putxet i el Farró', ' Barcelona\n\n\n448', ""250€\n\n\n1 bed.\n47 m²\n3rd floor exterior with lift\n\n\nThis flat has 45 interior sqm and a 4 sqm balcony. It's part of a building with an excellent communal terrace and swimming pool located in Sant Gervasi. The area is quiet and very well communicated"", ' with a perfect offer of shops and prestigious services: international schools']",calle de Guillem Tell,47 m²,1 bed.,3rd,with lift,,"This flat has 45 interior sqm and a 4 sqm balcony. It's part of a building with an excellent communal terrace and swimming pool located in Sant Gervasi. The area is quiet and very well communicated, with a perfect offer of shops and prestigious services: international schools, business schools and p"
93,Penthouse,/en/inmueble/94457998/,"880,000€","['\n\n\n\n\n\n\nPenthouse in via Augusta', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n880', '000€\n\n\n2 bed.\n116 m²\n7th floor exterior with lift\n\n\nExcellent penthouse with large terrace of new construction', ' recently completely renovated in a building with a concierge.\nThis apartment is located on Vía Augusta', ' just before reaching Plaza Molina', ' a beautiful square with a lot of life']",via Augusta,116 m²,2 bed.,7th,with lift,,"Excellent penthouse with large terrace of new construction, recently completely renovated in a building with a concierge.
This apartment is located on Vía Augusta, just before reaching Plaza Molina, a beautiful square with a lot of life, services and good restaurants.
It is a floor that has 88.50 m"
94,Duplex,/en/inmueble/101064886/,"690,000€","['\n\n\n\n\n\n\nDuplex in calle de El Escorial', ' Vila de Gràcia', ' Barcelona\n\n\n690', '000€\n\n\n3 bed.\n145 m²\nGround floor exterior with lift\n\n\nThis property is located in a building in the upper part of Gracia', ' one of the most charming neighbourhoods in Barcelona. The surrounding area has a wide variety of shops and services for day to day life', ' public transport', ' large green areas']",calle de El Escorial,145 m²,3 bed.,Ground,with lift,,"This property is located in a building in the upper part of Gracia, one of the most charming neighbourhoods in Barcelona. The surrounding area has a wide variety of shops and services for day to day life, public transport, large green areas, lively streets and squares and a charming range of leisure"
95,Flat,/en/inmueble/100979732/,"780,000€","['\n\n\n\n\n\n\nFlat in El Putxet i el Farró', ' Barcelona\n\n\n780', '000€\nGarage optional 30', '000 €\n\n\n800', '000 €\n\n3%\n\n\n\n5 bed.\n173 m²\n2nd floor exterior with lift\n\n\nApartment overlooking the Barcino Tennis court\nExceptional 167m2 built apartment and 12m2 open balcony with phenomenal views of Collserola and Barcino Tennis.\nIt has a functional distribution']",El Putxet i el Farró,173 m²,5 bed.,2nd,with lift,"Garage optional 30,000 €","Apartment overlooking the Barcino Tennis court
Exceptional 167m2 built apartment and 12m2 open balcony with phenomenal views of Collserola and Barcino Tennis.
It has a functional distribution, with a clear differentiation between the day area and the night area separated by a large hall at the entra"
96,Flat,/en/inmueble/100591170/,"465,000€","['\n\n\n\n\n\n\nFlat in calle Valldonzella', ' El Raval', ' Barcelona\n\n\n465', '000€\n\n\n2 bed.\n72 m²\n1st floor interior with lift\n\n\nFormidable apartment in the historic centre of Barcelona.\nThis flat is part of a brand new building with 10 flats', ' just a few metres from Plaza Catalunya', ' Plaza Universitat', ' Las Ramblas and Ronda Sant Antoni. It enjoys an enviable location in the centre of Barcelona', ' with all kinds of shops']",calle Valldonzella,72 m²,2 bed.,1st,with lift,,"Formidable apartment in the historic centre of Barcelona.
This flat is part of a brand new building with 10 flats, just a few metres from Plaza Catalunya, Plaza Universitat, Las Ramblas and Ronda Sant Antoni. It enjoys an enviable location in the centre of Barcelona, with all kinds of shops, servic"
97,Flat,/en/inmueble/100295719/,"149,700€","['\n\n\n\n\n\n\nFlat in calle de Concepción Arenal', ' El Congrés i els Indians', ' Barcelona\n\n\n149', '700€\n\n\n2 bed.\n56 m²\nGround floor interior with lift\n\n\nDo you want to live a 2-minute walk from La Sagrera station?\nApartment in Barcelona La Sagrera area', ' 56 m. of surface', ' a double room and a simple room', ' a bathroom.\nProperty to move into', ' kitchen furniture only', ' interior wood carpentry', ' east orientation', ' terrazzo']",calle de Concepción Arenal,56 m²,2 bed.,Ground,with lift,,"Do you want to live a 2-minute walk from La Sagrera station?
Apartment in Barcelona La Sagrera area, 56 m. of surface, a double room and a simple room, a bathroom.
Property to move into, kitchen furniture only, interior wood carpentry, east orientation, terrazzo, aluminum exterior carpentry.
Extr"
98,Flat,/en/inmueble/92281196/,"1,200,000€","['\n\n\n\n\n\n\nFlat in calle de la Diputació', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '200', '000€\n\n\n2 bed.\n150 m²\n1st floor exterior with lift\n\n\nREF: 3214910\nInmo Olaya offers you this high standing Apartment for Sale with all kinds of details']",calle de la Diputació,150 m²,2 bed.,1st,with lift,,"REF: 3214910
Inmo Olaya offers you this high standing Apartment for Sale with all kinds of details, in the L'Antiga Esquerra de l'Eixample neighborhood. The apartment is located on a farm with only 4 neighbors and located a few meters from Plaza Catalunya and Plaza Universidat. Totally central and"
99,Flat,/en/inmueble/100293412/,"550,000€","[""\n\n\n\n\n\n\nFlat in calle d'Aribau"", "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n550', '000€\n\n\n4 bed.\n98 m²\n1st floor exterior with lift\n\n\nFlat with tenant and great profitability perfect as an investment in Eixample.\nThis currently rented property offers a high profitability and is ideal for investors. The rent paid in recent years has been 2', '400 €/month and from August 2023 the amount will be 2']",calle d'Aribau,98 m²,4 bed.,1st,with lift,,"Flat with tenant and great profitability perfect as an investment in Eixample.
This currently rented property offers a high profitability and is ideal for investors. The rent paid in recent years has been 2,400 €/month and from August 2023 the amount will be 2,800 €/month. It's located in the heart"
100,Flat,/en/inmueble/101604133/,"97,068€","['\n\nFlat in calle dels Cresques', ' El Bon Pastor', ' Barcelona\n\n\n97', '068€\n\n\n123', '276 €\n\n21%\n\n\n\n3 bed.\n64 m²\n exterior with lift\n\n\nOpportunity for investors! [Auctree. com/auction/7123] offers bank flats for sale at auction.\n*Price negotiable', ' offers welcome\n*The property is visitable\n*The assignee will award it free of tenants and occupants\nIMPORTANT: THE OWNER DOES NOT GUARANTEE THE AVAILABILITY OF ACCESS TO THE PROPERTY']",calle dels Cresques,64 m²,3 bed.,,,,"Opportunity for investors! [Auctree. com/auction/7123] offers bank flats for sale at auction.
*Price negotiable, offers welcome
*The property is visitable
*The assignee will award it free of tenants and occupants
IMPORTANT: THE OWNER DOES NOT GUARANTEE THE AVAILABILITY OF ACCESS TO THE PROPERTY, ALS"
101,Duplex,/en/inmueble/101070841/,"285,000€","['\n\n\n\n\n\n\nDuplex in Sant Martí de Provençals', ' Barcelona\n\n\n285', '000€\n\n\n290', '000 €\n\n2%\n\n\n\n2 bed.\n140 m²\nGround floor exterior without lift\n\n\nLoft + Studio Duplex in Sant Martí\nLocated in a 1996 building', ' originally a commercial premiss', ' the property was renovated with a contemporary industrial style and consists of a duplex design Loft and a duplex Studio', ' both with independent entrances and double orientation', ' large windows']",Sant Martí de Provençals,140 m²,2 bed.,Ground,without lift,,"Loft + Studio Duplex in Sant Martí
Located in a 1996 building, originally a commercial premiss, the property was renovated with a contemporary industrial style and consists of a duplex design Loft and a duplex Studio, both with independent entrances and double orientation, large windows, lots of lig"
102,Flat,/en/inmueble/100994199/,"611,000€","['\n\n\n\n\n\n\nFlat in calle de El Escorial', "" El Camp d'En Grassot i Gràcia Nova"", ' Barcelona\n\n\n611', '000€\n\n\n3 bed.\n96 m²\n4th floor exterior with lift\n\n\nThis flat is in the upper part of Gracia', ' one of the most charming neighbourhoods in Barcelona. The area offers a wide variety of shops and services for day to day life', ' public transport', ' large green areas', ' lively streets and squares and an attractive range of leisure activities']",calle de El Escorial,96 m²,3 bed.,4th,with lift,,"This flat is in the upper part of Gracia, one of the most charming neighbourhoods in Barcelona. The area offers a wide variety of shops and services for day to day life, public transport, large green areas, lively streets and squares and an attractive range of leisure activities, bars and restaurant"
103,Flat,/en/inmueble/101459935/,"275,000€","['\n\n\n\n\n\n\nFlat in Passatge de Garcia i Robles', ' La Salut', ' Barcelona\n\n\n275', '000€\n\n\n2 bed.\n70 m²\n3rd floor exterior with lift\n\n\nUnique brand new home!\nClikalia puts this 70 m2 exterior property for sale under renovation.It is located on the 3rd floor with a lift', ' on Passatge Garcia I Robles street']",Passatge de Garcia i Robles,70 m²,2 bed.,3rd,with lift,,"Unique brand new home!
Clikalia puts this 70 m2 exterior property for sale under renovation.It is located on the 3rd floor with a lift, on Passatge Garcia I Robles street, in La Salut.
Would you like to customize the finishes of this apartment? Visit this house that is being renovated from anywher"
104,Flat,/en/inmueble/97562161/,"960,000€","['\n\n\n\n\n\n\nFlat in rambla La', ' El Gòtic', ' Barcelona\n\n\n960', '000€\n\n\n3 bed.\n166 m²\n3rd floor exterior with lift\n\n\nLot of 3 brand new refurbished apartments (60', '22', ' 53', '72 and 51', '98 built sqm)', ' which constitute a single registered unit. They are located on the third floor of a completely refurbished building with a new lift', ' situated in Las Ramblas']",rambla La,166 m²,3 bed.,3rd,with lift,,"Lot of 3 brand new refurbished apartments (60,22, 53,72 and 51,98 built sqm), which constitute a single registered unit. They are located on the third floor of a completely refurbished building with a new lift, situated in Las Ramblas, in the historic centre of Barcelona. An ideal investment opportu"
105,Flat,/en/inmueble/97554961/,"1,040,000€","['\n\n\n\n\n\n\nFlat in rambla La', ' El Gòtic', ' Barcelona\n\n\n1', '040', '000€\n\n\n4 bed.\n178 m²\n2nd floor exterior with lift\n\n\nLot of 2 brand new refurbished flats', ' 105', '62 and 72', '16 built sqm', ' which constitute a single registry unit. They are on the 2nd floor of a completely refurbished building with a new lift', ' located in Las Ramblas']",rambla La,178 m²,4 bed.,2nd,with lift,,"Lot of 2 brand new refurbished flats, 105,62 and 72,16 built sqm, which constitute a single registry unit. They are on the 2nd floor of a completely refurbished building with a new lift, located in Las Ramblas, in the Gothic Quarter. It's an ideal investment opportunity in one of Barcelona's most fa"
106,Flat,/en/inmueble/101613942/,"345,000€","['\n\nFlat in calle de Casteràs', ' Sants - Badal', ' Barcelona\n\n\n345', '000€\n\n\n4 bed.\n93 m²\n4th floor exterior with lift\n\n\nOPPORTUNITY IN THE AREA!\nLocated in the Badal area', ' 2 minutes from the Badal (L5) and Mercat Nou (L1) Metro stops and several bus lines. Surrounded by all kinds of services and shops.\n4th floor in a building from 1970 that has an elevator. It consists of 93m² built', ' distributed in 4 bedrooms']",calle de Casteràs,93 m²,4 bed.,4th,with lift,,"OPPORTUNITY IN THE AREA!
Located in the Badal area, 2 minutes from the Badal (L5) and Mercat Nou (L1) Metro stops and several bus lines. Surrounded by all kinds of services and shops.
4th floor in a building from 1970 that has an elevator. It consists of 93m² built, distributed in 4 bedrooms, a sp"
107,Flat,/en/inmueble/100780613/,"320,000€","['\n\n\n\n\n\n\nFlat in La Font de la Guatlla', ' Barcelona\n\n\n320', '000€\n\n\n330']",La Font de la Guatlla,76 m²,3 bed.,Mezzanine,lift,,"Excellent refurbished flat in Plaza España
Engel & Völkers presents this beautiful recently renovated apartment located a few meters from Plaza Espanya. It is a 3-bedroom apartment facing south-east. The house has 75m2.
We access the house through the entrance hall where we find the first interior"
108,Flat,/en/inmueble/101603326/,"500,000€","['\n\n\n\n\n\n\nFlat in calle del Marroc', ' Provençals del Poblenou', ' Barcelona\n\n\n500', '000€\nGarage optional 20', '000 €\n\n\n2 bed.\n61 m²\n5th floor exterior with lift\n\n\nWelcome to this lovely 2 bed 1 bath apartment located in the desirable neighbourhood of Poblenou in Barcelona. Built in 2017', ' this apartment has a total surface area of 61m2 and is in great condition. It features a beautiful large balcony overlooking a park']",calle del Marroc,61 m²,2 bed.,5th,with lift,"Garage optional 20,000 €","Welcome to this lovely 2 bed 1 bath apartment located in the desirable neighbourhood of Poblenou in Barcelona. Built in 2017, this apartment has a total surface area of 61m2 and is in great condition. It features a beautiful large balcony overlooking a park, perfect for enjoying breakfast or dinner"
109,Flat,/en/inmueble/101564833/,"950,000€","['\n\n\n\n\n\n\nFlat in calle De Descartes', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n950', '000€\nParking included\n\n\n2 bed.\n115 m²\n3rd floor exterior with lift\n\n\nIn the center of Galvany', ' in one of its best streets', ' we present this beautiful piece with an avant-garde design and high-quality materials. It is a house of almost 130m2']",calle De Descartes,115 m²,2 bed.,3rd,with lift,Parking included,"In the center of Galvany, in one of its best streets, we present this beautiful piece with an avant-garde design and high-quality materials. It is a house of almost 130m2, corner and located on a third floor with lots of light and totally exterior surrounded by a terrace.
A large conservatory with"
110,Flat,/en/inmueble/101564658/,"1,090,000€","['\n\n\n\n\n\n\nFlat in calle Francesc Pérez Cabrero', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '090', '000€\n\n\n3 bed.\n130 m²\nGround floor exterior with lift\n\n\nFantastic penthouse for sale to reform located next to Turó Park', ' Galvany area']",calle Francesc Pérez Cabrero,130 m²,3 bed.,Ground,with lift,,"Fantastic penthouse for sale to reform located next to Turó Park, Galvany area, with a spectacular 60m2 terrace with wonderful views of the city.
This exclusive house has 130 m2 very well distributed.
The living-dining room has large windows through which a lot of natural light enters since it has"
111,Flat,/en/inmueble/100994120/,"563,000€","['\n\n\n\n\n\n\nFlat in calle de El Escorial', "" El Camp d'En Grassot i Gràcia Nova"", ' Barcelona\n\n\n563', '000€\n\n\n3 bed.\n91 m²\n3rd floor exterior with lift\n\n\nThis flat is located in the upper part of Gracia', ' one of the most charming neighbourhoods in Barcelona. The area has a wide variety of shops and services for day-to-day living', ' public transport', ' large green areas', ' lively streets and squares and an attractive range of leisure activities']",calle de El Escorial,91 m²,3 bed.,3rd,with lift,,"This flat is located in the upper part of Gracia, one of the most charming neighbourhoods in Barcelona. The area has a wide variety of shops and services for day-to-day living, public transport, large green areas, lively streets and squares and an attractive range of leisure activities, bars and res"
112,Flat,/en/inmueble/100994033/,"545,000€","['\n\n\n\n\n\n\nFlat in calle de El Escorial', "" El Camp d'En Grassot i Gràcia Nova"", ' Barcelona\n\n\n545', '000€\n\n\n3 bed.\n91 m²\n2nd floor exterior with lift\n\n\nThis apartment is located in the upper part of Gracia', ' one of the most charming zones of Barcelona. The surrounding area has a wide variety of shops and services for day-to-day living', ' public transport', ' large green areas', ' lively streets and squares and an attractive range of leisure activities']",calle de El Escorial,91 m²,3 bed.,2nd,with lift,,"This apartment is located in the upper part of Gracia, one of the most charming zones of Barcelona. The surrounding area has a wide variety of shops and services for day-to-day living, public transport, large green areas, lively streets and squares and an attractive range of leisure activities, bars"
113,Flat,/en/inmueble/101243212/,"427,250€","['\n\n\n\n\n\n\nFlat in calle de Guillem Tell', ' El Putxet i el Farró', ' Barcelona\n\n\n427', ""250€\n\n\n1 bed.\n47 m²\n1st floor exterior with lift\n\n\nThis flat has 45 sqm of interior space and a 4 sqm balcony. It's part of a building an excellent communal terrace and swimming pool located in Sant Gervasi. The area is quiet and very well communicated"", ' with a perfect offer of shops and prestigious services: international schools']",calle de Guillem Tell,47 m²,1 bed.,1st,with lift,,"This flat has 45 sqm of interior space and a 4 sqm balcony. It's part of a building an excellent communal terrace and swimming pool located in Sant Gervasi. The area is quiet and very well communicated, with a perfect offer of shops and prestigious services: international schools, business schools a"
114,Flat,/en/inmueble/100684918/,"1,695,000€","['\n\n\n\n\n\n\nFlat in calle de Balmes', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '695', '000€\n\n\n7 bed.\n291 m²\n4th floor exterior with lift\n\n\nMagnificent high floor for sale in Sant Gervasi-Galvany', ' Barcelona\nFantastic high floor in Calle Balmes', ' in the exclusive area of Sant Gervasi-Galvany.\nExclusive property with an area of almost 300 m² in one of the best streets in Barcelona']",calle de Balmes,291 m²,7 bed.,4th,with lift,,"Magnificent high floor for sale in Sant Gervasi-Galvany, Barcelona
Fantastic high floor in Calle Balmes, in the exclusive area of Sant Gervasi-Galvany.
Exclusive property with an area of almost 300 m² in one of the best streets in Barcelona, close to Avenida Diagonal and Paseo de Gracia.
Upon ente"
115,Flat,/en/inmueble/101004263/,"465,000€","['\n\n\n\n\n\n\nFlat in El Parc i la Llacuna del Poblenou', ' Barcelona\n\n\n465', '000€\n\n\n470']",El Parc i la Llacuna del Poblenou,105 m²,4 bed.,7th,with lift,,"High and very comfortable apartment in Ciutadella
Steps from the triumphal arch and the Ciutadella park and just in front of the magnificent palace of justice we find this wonderful high and spacious apartment with 3 double bedrooms and 2 bathrooms with giant living room.
Located on the seventh floo"
116,Flat,/en/inmueble/101610119/,"400,000€","['\n\n\n\n\n\n\nFlat in calle de Nàpols', ' El Fort Pienc', ' Barcelona\n\n\n400', '000€\n\n\n3 bed.\n130 m²\n5th floor exterior with lift\n\n\nSPACIOUS APARTMENT FOR SALE Very spacious Next to Arc de Triomf (Eixample)\n130 m2 apartment with 3 bedrooms and 2 bathrooms', ' preserved\n(one of the best areas of barcelona)\nTHE LOCATION IS VERY GOOD:\nnear Plaza de Tetuan', ' Parc de la Estació del Nord', ' Parc de la Ciutadella']",calle de Nàpols,130 m²,3 bed.,5th,with lift,,"SPACIOUS APARTMENT FOR SALE Very spacious Next to Arc de Triomf (Eixample)
130 m2 apartment with 3 bedrooms and 2 bathrooms, preserved
(one of the best areas of barcelona)
THE LOCATION IS VERY GOOD:
near Plaza de Tetuan, Parc de la Estació del Nord, Parc de la Ciutadella, Paseo de Lluís Companys"
117,Flat,/en/inmueble/97746125/,"816,000€","['\n\n\n\n\n\n\nFlat in calle de la Diputació', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n816', '000€\n\n\n2 bed.\n149 m²\n3rd floor exterior with lift\n\n\nSpectacular new development in a modernist building with lift and communal terrace', ' located next to the historic Universitat de Barcelona', ' in the heart of the city centre', ' with the best services and communications']",calle de la Diputació,149 m²,2 bed.,3rd,with lift,,"Spectacular new development in a modernist building with lift and communal terrace, located next to the historic Universitat de Barcelona, in the heart of the city centre, with the best services and communications, just 3 streets away from Plaza Catalunya and Paseo de Gracia.
The flat has 130 built"
118,Penthouse,/en/inmueble/99534460/,"895,000€","['\n\n\n\n\n\n\nPenthouse in calle de Lancaster', ' El Raval', ' Barcelona\n\n\n895', '000€\n\n\n2 bed.\n133 m²\n4th floor exterior with lift\n\n\nExclusive new-build penthouse in Raval', ' Barcelona\nBright and cozy penthouse of 89m² built with a magnificent 44m² terrace at living room level. It has two bedrooms and two bathrooms en suite.\nBeautifully and cleverly designed']",calle de Lancaster,133 m²,2 bed.,4th,with lift,,"Exclusive new-build penthouse in Raval, Barcelona
Bright and cozy penthouse of 89m² built with a magnificent 44m² terrace at living room level. It has two bedrooms and two bathrooms en suite.
Beautifully and cleverly designed, this penthouse features floor-to-ceiling sliding windows opening onto a"
119,Penthouse,/en/inmueble/100893213/,"660,000€","['\n\n\n\n\n\n\nPenthouse in Sant Antoni', ' Barcelona\n\n\n660', '000€\nGarage optional 15', '000 €\n\n\n675', '000 €\n\n2%\n\n\n\n3 bed.\n129 m²\n exterior with lift\n\n\nBeautiful renovated penthouse full of light in Sant Antoni\nBeautiful penthouse completely renovated in 2018', ' with parquet flooring. It has an equipped kitchen open to spacious living room with lots of natural light']",Sant Antoni,129 m²,3 bed.,,,"Garage optional 15,000 €","Beautiful renovated penthouse full of light in Sant Antoni
Beautiful penthouse completely renovated in 2018, with parquet flooring. It has an equipped kitchen open to spacious living room with lots of natural light, which has a 7sqm balcony overlooking the street. On the left hand side there is a ni"
120,Flat,/en/inmueble/98429687/,"1,890,000€","['\n\n\n\n\n\n\nFlat in paseo de Garcia Fària', ' Diagonal Mar i el Front Marítim del Poblenou', ' Barcelona\n\n\n1', '890', '000€\nParking included\n\n\n5 bed.\n285 m²\n16th floor exterior with lift\n\n\nApartment with terrace and sea views for sale in Diagonal Mar', ' Barcelona\nIncredible home with a terrace and sea views', ' in one of the most exclusive and emblematic residential complexes in Diagonal Mar', ' Illa de la Llum.\nSpectacular views of the sea thanks to its height and orientation']",paseo de Garcia Fària,285 m²,5 bed.,16th,with lift,Parking included,"Apartment with terrace and sea views for sale in Diagonal Mar, Barcelona
Incredible home with a terrace and sea views, in one of the most exclusive and emblematic residential complexes in Diagonal Mar, Illa de la Llum.
Spectacular views of the sea thanks to its height and orientation, which allows"
121,Flat,/en/inmueble/100001237/,"730,000€","['\n\n\n\n\n\n\nFlat in calle de Valencia', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n730', '000€\n\n\n4 bed.\n194 m²\n2nd floor exterior with lift\n\n\nThis sensational fully refurbished flat is located in the heart of the Eixample', ' close to the Hospital Clínic and a few streets from the city centre. The area has a wide range of services', ' schools', ' neighbourhood shops', ' supermarkets and restaurants']",calle de Valencia,194 m²,4 bed.,2nd,with lift,,"This sensational fully refurbished flat is located in the heart of the Eixample, close to the Hospital Clínic and a few streets from the city centre. The area has a wide range of services, schools, neighbourhood shops, supermarkets and restaurants, with the large shopping centres of Plaza Catalunya"
