,type,reference,price,district,street,area,plant,lift,parking,description
393,Flat,/en/inmueble/101256731/,"985,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - La Bonanova', ' Barcelona\n\n\n985', '000€\nParking included\n\n\n3 bed.\n184 m²\n3rd floor exterior with lift\n\n\nFantastic high floor with terrace and parking\nExclusive spacious', ' bright and quiet apartment of 184 square meters on Balmes street. Main entrance with hall that distributes to the different areas', ' with access to the spacious living room', ' of more than fifty square meters']",Sant Gervasi - La Bonanova,184 m²,3rd,with lift,Parking included,"Fantastic high floor with terrace and parking
Exclusive spacious, bright and quiet apartment of 184 square meters on Balmes street. Main entrance with hall that distributes to the different areas, with access to the spacious living room, of more than fifty square meters, with access to the terrace o"
394,Flat,/en/inmueble/100019825/,"500,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n500']",La Dreta de l'Eixample,97 m²,2nd,with lift,,"Big flat in La Dreta de l'Eixample
Apartment on the second floor of a building from 1984 on Valencia street. next to the prestigious Passeig Sant Joan
The flat has been kept in optimums shape along its years and offers numerous possibilities to reform it to adjust and customized it according to your"
395,Flat,/en/inmueble/98660052/,"815,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - La Bonanova', ' Barcelona\n\n\n815', '000€\n\n\n4 bed.\n206 m²\n3rd floor exterior with lift\n\n\nSpacious and bright apartment in Sant Gervasi\nEngel & Völkers presents this wonderful property in perfect condition to move into', ' which enjoys wide spaces']",Sant Gervasi - La Bonanova,206 m²,3rd,with lift,,"Spacious and bright apartment in Sant Gervasi
Engel & Völkers presents this wonderful property in perfect condition to move into, which enjoys wide spaces, great light and double orientation in a well-kept building with a landscaped entrance.
Generous hall that leads to a spacious living room with"
396,Detached,/en/inmueble/96169020/,"3,790,000€","['\n\n\n\n\n\n\nDetached house in Pedralbes', ' Barcelona\n\n\n3', '790', '000€\nParking included\n\n\n5 bed.\n490 m²\n\n\nMagnificent house Pedralbes\nIn one of the most exclusive areas of Barcelona we find this magnificent house surrounded by a large private garden.\nAs soon as we enter we find a garage and a side porch where you can also park. On the left hand side begins the magnificent garden that leads to the house']",Pedralbes,490 m²,,,Parking included,"Magnificent house Pedralbes
In one of the most exclusive areas of Barcelona we find this magnificent house surrounded by a large private garden.
As soon as we enter we find a garage and a side porch where you can also park. On the left hand side begins the magnificent garden that leads to the house,"
397,Flat,/en/inmueble/98746997/,"780,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n780', '000€\n\n\n3 bed.\n118 m²\n2nd floor exterior with lift\n\n\nInteresting property to refurbish with terrace and views of the Turó Park.\nThis remarkable property to be refurbished is located in a street close to Turó Park', ' one of the most exclusive residential areas of Barcelona. It also has numerous services', ' shops', ' restaurants']",Sant Gervasi - Galvany,118 m²,2nd,with lift,,"Interesting property to refurbish with terrace and views of the Turó Park.
This remarkable property to be refurbished is located in a street close to Turó Park, one of the most exclusive residential areas of Barcelona. It also has numerous services, shops, restaurants, international schools and pre"
398,Terraced,/en/inmueble/100397421/,"4,950,000€","['\n\n\n\n\n\n\nTerraced house in calle dels Cavallers', ' Pedralbes', ' Barcelona\n\n\n4', '950', '000€\nParking included\n\n\n6 bed.\n723 m²\n\n\nMagnificent semi-detached house for sale with private pool in Pedralbes (Barcelona)\nThis magnificent semi-detached house of 675m2 built on a 1', '000m2 plot', ' facing southeast', ' is located in Pedralbes']",calle dels Cavallers,723 m²,,,Parking included,"Magnificent semi-detached house for sale with private pool in Pedralbes (Barcelona)
This magnificent semi-detached house of 675m2 built on a 1,000m2 plot, facing southeast, is located in Pedralbes, the most exclusive residential neighborhood in Barcelona. In the upper part of Barcelona and with good"
399,Flat,/en/inmueble/94216876/,"1,500,000€","['\n\n\n\n\n\n\nFlat in Vila de Gràcia', ' Barcelona\n\n\n1', '500']",Vila de Gràcia,210 m²,3rd,without lift,,"Beautiful appartment next to Passeig de Gràcia
The useful area of the apartment is 189'10 m2 (constructed area of 210'85 m2). The apartment has a community elevator on the stair landing and a freight elevator with direct access to the interior of the apartment. The access to the farm has video surve"
400,Flat,/en/inmueble/100718673/,"850,000€","[""\n\n\n\n\n\n\nFlat in calle d'Angel Guimerà"", ' Les Tres Torres', ' Barcelona\n\n\n850', '000€\nParking included\n\n\n5 bed.\n185 m²\nGround floor exterior with lift\n\n\nFirst floor for sale with two terraces in Les Tres Torres\nFantastic first floor in Tres Torres totally to reform', ' in one of the best streets of the city. In an exclusive environment and in an area of excellent stores and services']",calle d'Angel Guimerà,185 m²,Ground,with lift,Parking included,"First floor for sale with two terraces in Les Tres Torres
Fantastic first floor in Tres Torres totally to reform, in one of the best streets of the city. In an exclusive environment and in an area of excellent stores and services, is this very special property totally surrounded by terraces and wit"
401,Flat,/en/inmueble/101112718/,"450,000€","['\n\n\n\n\n\n\nFlat in calle de Villarroel', ' Sant Antoni', ' Barcelona\n\n\n450', '000€\n\n\n3 bed.\n89 m²\n5th floor exterior with lift\n\n\nRefurbished and bright flat in Sant Antoni.\nFlat of 89 square metres. It consists of 3 bedrooms', ' one double and two singles', ' a bathroom', ' semi open kitchen']",calle de Villarroel,89 m²,5th,with lift,,"Refurbished and bright flat in Sant Antoni.
Flat of 89 square metres. It consists of 3 bedrooms, one double and two singles, a bathroom, semi open kitchen, laundry/pantry and large independent living-dining room with large windows with lots of natural light.
The property has been tastefully refurb"
402,Flat,/en/inmueble/101453349/,"499,000€","['\n\n\n\n\n\n\nFlat in Tordera', ' Vila de Gràcia', ' Barcelona\n\n\n499', '000€\n\n\n4 bed.\n120 m²\nGround floor exterior with lift\n\n\nGround floor apartment located near Paseo Sant Joan', ' with an unbeatable location in\nIt consists of 120m2 built', ' distributed in four rooms (the main large double room', ' facing the street']",Tordera,120 m²,Ground,with lift,,"Ground floor apartment located near Paseo Sant Joan, with an unbeatable location in
It consists of 120m2 built, distributed in four rooms (the main large double room, facing the street, a second double room next to the patio of the house and two single rooms that are interior and with the possibilit"
403,Flat,/en/inmueble/101348429/,"950,000€","[""\n\n\n\n\n\n\nFlat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n950', '000€\n\n\n3 bed.\n163 m²\n exterior\n\n\nThis large', ' rectangular apartment is a hidden gem in a ""Finca Regia"" on a peaceful street just a few blocks from Plaça Universitat. It has recently undergone renovation. The apartment', ' which measures over 143 m²']",L'Antiga Esquerra de l'Eixample,163 m²,,,,"This large, rectangular apartment is a hidden gem in a ""Finca Regia"" on a peaceful street just a few blocks from Plaça Universitat. It has recently undergone renovation. The apartment, which measures over 143 m², has dual aspect windows and is split into a day area and a night area.
The day space"
404,Penthouse,/en/inmueble/98677870/,"1,800,000€","['\n\n\n\n\n\n\nPenthouse in calle de la Mare de Déu de Núria', ' Sarrià', ' Barcelona\n\n\n1', '800', '000€\nParking included\n\n\n5 bed.\n293 m²\n5th floor exterior with lift\n\n\nSpectacular 293m2 penthouse divided into two floors', ' completely exterior to 3 winds and beautiful views in Sarriá plane.\nIt is a property that could perfectly be a tower. But it is an incredible penthouse in the heart of Sarriá with a beautiful day area with very high']",calle de la Mare de Déu de Núria,293 m²,5th,with lift,Parking included,"Spectacular 293m2 penthouse divided into two floors, completely exterior to 3 winds and beautiful views in Sarriá plane.
It is a property that could perfectly be a tower. But it is an incredible penthouse in the heart of Sarriá with a beautiful day area with very high, double-height wooden ceilings"
405,Flat,/en/inmueble/98677902/,"995,000€","['\n\n\n\n\n\n\nFlat in calle de Copèrnic', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n995', '000€\nParking included\n\n\n4 bed.\n191 m²\n2nd floor exterior with lift\n\n\nBeautiful family apartment', ' approx. 200m2', ' spacious and in the heart of Sant Gervasi (between Galvany and Trestorres)', ' located on a quiet street and on the 1st floor of a warm', ' very nice building with concierge service and parking.\nThe property has about 200m2 and is made up of a square floor plan']",calle de Copèrnic,191 m²,2nd,with lift,Parking included,"Beautiful family apartment, approx. 200m2, spacious and in the heart of Sant Gervasi (between Galvany and Trestorres), located on a quiet street and on the 1st floor of a warm, very nice building with concierge service and parking.
The property has about 200m2 and is made up of a square floor plan,"
406,Penthouse,/en/inmueble/99584560/,"1,340,000€","['\n\n\n\n\n\n\nPenthouse in El Putxet i el Farró', ' Barcelona\n\n\n1', '340', '000€\nParking included\n\n\n8 bed.\n330 m²\n6th floor exterior with lift\n\n\nDuplex penthouse with 4 terraces in Sant Gervasi\nExceptional duplex penthouse all exterior and sunny', ' located in a quiet area of Putxet', ' near Plaza Kennedy and Barcino Tennis\nIt is a seventh floor in a building from the 70s']",El Putxet i el Farró,330 m²,6th,with lift,Parking included,"Duplex penthouse with 4 terraces in Sant Gervasi
Exceptional duplex penthouse all exterior and sunny, located in a quiet area of Putxet, near Plaza Kennedy and Barcino Tennis
It is a seventh floor in a building from the 70s, with a spacious lobby with a concierge and elevator.
The access floor consi"
407,Penthouse,/en/inmueble/100597446/,"765,000€","['\n\n\n\n\n\n\nPenthouse in Sants', ' Barcelona\n\n\n765']",Sants,125 m²,,,,"Magnificant attic with a 32m2 terrace
Engel & Voelkers introduces this exclusive apartment located in the upper area of Sants near Josep Taradellas and Les Corts. It is a perfectly maintained building with a porter where our apartment is the top floor with breathtaking views of the skyline of Barcel"
408,Terraced,/en/inmueble/97352518/,"849,000€","['\n\n\n\n\n\n\nTerraced house in calle dels Magatzems', ' La Barceloneta', ' Barcelona\n\n\n849', '000€\n\n\n3 bed.\n155 m²\n\n\nInvestment Opportunity in Barcelona.\n3-story rented building.\nThe property offers great profitability and low maintenance costs.Which makes it a unique opportunity to invest just 300 meters from the sea']",calle dels Magatzems,155 m²,,,,"Investment Opportunity in Barcelona.
3-story rented building.
The property offers great profitability and low maintenance costs.Which makes it a unique opportunity to invest just 300 meters from the sea, the port of Barcelona and the Parc de la Ciutadella.
The building has been completely rehabilit"
409,Flat,/en/inmueble/100442394/,"409,000€","['\n\n\n\n\n\n\nFlat in avenida de Roma', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n409', '000€\n\n\n425', '000 €\n\n4%\n\n\n\n2 bed.\n88 m²\nMezzanine exterior with lift\n\n\nExclusive brand new designer flat.\n88 square metres of living space. It consists of 2 double bedrooms exterior to the street', ' plus a study', ' kitchen with excellent natural light', ' independent exterior living room']",avenida de Roma,88 m²,Mezzanine,lift,,"Exclusive brand new designer flat.
88 square metres of living space. It consists of 2 double bedrooms exterior to the street, plus a study, kitchen with excellent natural light, independent exterior living room, bathroom and a large patio for water area.
The property is newly refurbished with hig"
410,Duplex,/en/inmueble/99501524/,"689,000€","['\n\n\n\n\n\n\nDuplex in Sepulveda', ' Sant Antoni', ' Barcelona\n\n\n689', '000€\n\n\n2 bed.\n130 m²\n1st floor exterior with lift\n\n\nExclusive apartment in the Eixample of Barcelona.\n""Luxury must be comfortable', ' otherwise it is not luxury"" those were the words of the French designer Coco Chanel', ' which could easily be applied to this home.A property in which it was possible to merge practicality with design']",Sepulveda,130 m²,1st,with lift,,"Exclusive apartment in the Eixample of Barcelona.
""Luxury must be comfortable, otherwise it is not luxury"" those were the words of the French designer Coco Chanel, which could easily be applied to this home.A property in which it was possible to merge practicality with design, comfort with good tas"
411,Penthouse,/en/inmueble/101017402/,"990,000€","[""\n\n\n\n\n\n\nPenthouse in La Dreta de l'Eixample"", ' Barcelona\n\n\n990', '000€\n\n\n2 bed.\n126 m²\n exterior with lift\n\n\nDiscover this stunning penthouse for sale', ' located in one of the most desirable areas of the city of Barcelona in a future semi-peatonal street', ' Consell de Cent. With all the features you could ask for and a beautiful building to match']",La Dreta de l'Eixample,126 m²,,,,"Discover this stunning penthouse for sale, located in one of the most desirable areas of the city of Barcelona in a future semi-peatonal street, Consell de Cent. With all the features you could ask for and a beautiful building to match, this home is the ultimate expression of urban luxury and sophis"
412,Flat,/en/inmueble/96745353/,"1,200,000€","[""\n\n\n\n\n\n\nFlat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '200', '000€\n\n\n4 bed.\n178 m²\n exterior with lift\n\n\nElegant property for sale', ' completely renovated', ' located in a building with a concierge located in the Eixample Left', ' in Barcelona. It is an exclusive location next to Rambla de Catalunya', ' with a wide variety of shops']",L'Antiga Esquerra de l'Eixample,178 m²,,,,"Elegant property for sale, completely renovated, located in a building with a concierge located in the Eixample Left, in Barcelona. It is an exclusive location next to Rambla de Catalunya, with a wide variety of shops, restaurants and public transport services within reach.
The property is very qu"
413,Flat,/en/inmueble/99671989/,"523,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n523', ""000€\n\n\n2 bed.\n105 m²\n exterior with lift\n\n\nThe apartment is on the second floor of a historic building in the city of\xa0Barcelona that dates back to the late 1800's.\nThis 19th century building has been completely renovated"", ' respecting the original grandeur']",El Gòtic,105 m²,,,,"The apartment is on the second floor of a historic building in the city of Barcelona that dates back to the late 1800's.
This 19th century building has been completely renovated, respecting the original grandeur, recovering wall markings and highlighting its entrance for carriages and a spacious i"
414,Flat,/en/inmueble/100486038/,"1,280,000€","['\n\n\n\n\n\n\nFlat in Les Tres Torres', ' Barcelona\n\n\n1', '280', '000€\nParking included\n\n\n3 bed.\n189 m²\n2nd floor exterior with lift\n\n\nproperty m² house located in a brick building from 1962 with a garden area at street level', ' a spacious lobby and concierge service', ' as well as a separate entrance for the service. It is located in the elegant neighbourhood of Tres Torres']",Les Tres Torres,189 m²,2nd,with lift,Parking included,"property m² house located in a brick building from 1962 with a garden area at street level, a spacious lobby and concierge service, as well as a separate entrance for the service. It is located in the elegant neighbourhood of Tres Torres, which is very well connected and close to international schoo"
415,Flat,/en/inmueble/100180186/,"850,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n850', '000€\n\n\n2 bed.\n100 m²\n3rd floor exterior with lift\n\n\nLocated on Passeig de Gracia']",La Dreta de l'Eixample,100 m²,3rd,with lift,,"Located on Passeig de Gracia, this lovely apartment can be found on the third floor of a charming period building with a lift and concierge service. It has retained some of its original features such as the original building façade and 5m high ceilings whilst having a modern style interior. Despite"
416,Flat,/en/inmueble/101263836/,"895,000€","['\n\n\n\n\n\n\nFlat in Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n895', '000€\n\n\n3 bed.\n159 m²\n exterior with lift\n\n\nPresenting an exclusive', ' bright', ' and serene 173\xa0m² top-floor apartment in a historic building', ' situated in the charming and vibrant El Born neighbourhood', ' known as Barcelona\'s ""Soho. "" This luxurious corner apartment is a rare find']",Sant Pere - Santa Cater,159 m²,,,,"Presenting an exclusive, bright, and serene 173 m² top-floor apartment in a historic building, situated in the charming and vibrant El Born neighbourhood, known as Barcelona's ""Soho. "" This luxurious corner apartment is a rare find, offering unmatched tranquility and abundant natural light all day l"
417,Flat,/en/inmueble/99232840/,"1,900,000€","['\n\n\n\n\n\n\nFlat in calle de Vidal i de Valenciano', ' El Poblenou', ' Barcelona\n\n\n1', '900', '000€\nParking included\n\n\n2 bed.\n152 m²\n exterior with lift\n\n\nThis spectacular penthouse recently renovated offers one of the most prestigious views in Barcelona', ' it is a must see. The strategic location only a few meters from the beach and to all kinds of services such as restaurants', ' supermarkets', ' sports centers']",calle de Vidal i de Valenciano,152 m²,,,Parking included,"This spectacular penthouse recently renovated offers one of the most prestigious views in Barcelona, it is a must see. The strategic location only a few meters from the beach and to all kinds of services such as restaurants, supermarkets, sports centers, and a few minutes walking to Diagonal Mar sho"
418,Semi-detached,/en/inmueble/100680172/,"780,000€","['\n\n\n\n\n\n\nSemi-detached house in calle del Marquès de Foronda', "" La Font d'En Fargues"", ' Barcelona\n\n\n780', ""000€\nParking included\n\n\n3 bed.\n130 m²\n\n\n187sq m corner semi-detached house located in La Font d'En Fargas"", ' residential and privileged area of Horta']",calle del Marquès de Foronda,130 m²,,,Parking included,"187sq m corner semi-detached house located in La Font d'En Fargas, residential and privileged area of Horta, with all the services within reach and perfectly communicated by public transport. Ideal for those who want to live in the city as if they were outside of it.
The property is distributed ove"
419,Flat,/en/inmueble/101398822/,"275,000€","['\n\n\n\n\n\n\nFlat in calle de Larrard', ' La Salut', ' Barcelona\n\n\n275', '000€\n\n\n2 bed.\n61 m²\n2nd floor exterior with lift\n\n\nBeautiful apartment located next to Parc Güell surrounded by mountains', ' parks and all services (schools', ' CAP', ' public transport).\nEntering through the renovated concierge', ' you access this house that only through its door comes the light.\nThe house consists of about 49 sqm very well used']",calle de Larrard,61 m²,2nd,with lift,,"Beautiful apartment located next to Parc Güell surrounded by mountains, parks and all services (schools, CAP, public transport).
Entering through the renovated concierge, you access this house that only through its door comes the light.
The house consists of about 49 sqm very well used, highlighting"
420,Flat,/en/inmueble/100190468/,"1,290,000€","[""\n\n\n\n\n\n\nFlat in calle de l'Abadessa Olzet"", ' Pedralbes', ' Barcelona\n\n\n1', '290', '000€\nParking included\n\n\n1', '350']",calle de l'Abadessa Olzet,160 m²,2nd,with lift,Parking included,Beautiful renovated 160m2 apartment in a large communal area with a private entrance. The property is all exterior with a 10m2 terrace that overlooks the garden area with pool. Upon entering we find a hall that connects with the bright living room with direct access to the outside. On the opposite s
421,Tower,/en/inmueble/98659715/,"1,390,000€","['\n\n\n\n\n\n\nTower in calle de la Palma de Sant Genís', ' Vallcarca i els Penitents', ' Barcelona\n\n\n1', '390', '000€\nParking included\n\n\n5 bed.\n321 m²\n\n\nBeautiful 320 m2 house in one of the quietest and safest areas of the city', ' the Sant Gervasi neighborhood.\nThis spectacular property has great lighting and a large constructed area of 320 m2. The house enjoys great light and a very intelligent distribution of space']",calle de la Palma de Sant Genís,321 m²,,,Parking included,"Beautiful 320 m2 house in one of the quietest and safest areas of the city, the Sant Gervasi neighborhood.
This spectacular property has great lighting and a large constructed area of 320 m2. The house enjoys great light and a very intelligent distribution of space, thanks to the high-quality ref"
422,Duplex,/en/inmueble/99463824/,"265,525€","['\n\n\n\n\n\n\nDuplex in calle de Villar', ' El Guinardó', ' Barcelona\n\n\n265', '525€\n\n\n1 bed.\n95 m²\nGround floor exterior with lift\n\n\nFloor', ' flat total surface area 95 m²', ' double bedrooms: 1', ' 1 bathrooms', ' lift', ' kitchen', ' floor no. : 1', ' energy emission rate: C', ' 14', ' energy consumption rate: D']",calle de Villar,95 m²,Ground,with lift,,"Floor, flat total surface area 95 m², double bedrooms: 1, 1 bathrooms, lift, kitchen, floor no. : 1, energy emission rate: C, 14, energy consumption rate: D, 71."
423,Flat,/en/inmueble/97554832/,"314,450€","['\n\n\n\n\n\n\nFlat in ronda del Guinardó', ' Navas', ' Barcelona\n\n\n314', '450€\n\n\n3 bed.\n97 m²\n7th floor exterior with lift\n\n\nFloor', ' flat total surface area 97 m²', ' double bedrooms: 3', ' 2 bathrooms', ' lift', ' heating (central)', ' kitchen', ' state of repair: in good condition', ' utility room', ' floor no. : 1', ' lands: parquet', ' energy emission rate: E', ' 25', ' energy consumption rate: E']",ronda del Gu,97 m²,7th,with lift,,"Floor, flat total surface area 97 m², double bedrooms: 3, 2 bathrooms, lift, heating (central), kitchen, state of repair: in good condition, utility room, floor no. : 1, lands: parquet, energy emission rate: E, 25, energy consumption rate: E, 122."
424,Penthouse,/en/inmueble/100786685/,"725,000€","[""\n\n\n\n\n\n\nPenthouse in calle d'Enric Granados"", "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n725', '000€\n\n\n3 bed.\n131 m²\n6th floor exterior with lift\n\n\nHOME ADVISORS offers you this exclusive FULLY RENOVATED PENTHOUSE IN FINCA REGIA in Barcelona', "" specifically in l'Antiga Esquerra de l'Eixample.\nThe house has 130m² built on a sixth exterior floor""]",calle d'Enric Granados,131 m²,6th,with lift,,"HOME ADVISORS offers you this exclusive FULLY RENOVATED PENTHOUSE IN FINCA REGIA in Barcelona, specifically in l'Antiga Esquerra de l'Eixample.
The house has 130m² built on a sixth exterior floor, with magnificent views of Carrer Enric Granados and Carrer València and plenty of natural light. This"
425,Flat,/en/inmueble/99897881/,"1,020,000€","['\n\n\n\n\n\n\nFlat in calle de Pau Claris', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '020', ""000€\n\n\n3 bed.\n139 m²\n1st floor exterior with lift\n\n\nExclusive house in a royal estate with elevator in the ''Quadrat d'Or''"", "" in the heart of l'Eixample Dret"", ' the neighborhood par excellence of Catalan modernism']",calle de Pau Claris,139 m²,1st,with lift,,"Exclusive house in a royal estate with elevator in the ''Quadrat d'Or'', in the heart of l'Eixample Dret, the neighborhood par excellence of Catalan modernism, which houses World Heritage buildings such as La Pedrera or Casa Batlló. It is also located on a street parallel to the majestic Paseo de Gr"
426,Flat,/en/inmueble/101048045/,"595,000€","['\n\n\n\n\n\n\nFlat in calle de Villarroel', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n595', '000€\n\n\n3 bed.\n121 m²\n1st floor exterior with lift\n\n\nHOME ADVISORS offers you this exclusive COMPLETELY RENOVATED PROPERTY in Barcelona', "" specifically in l'Antiga Esquerra de l'Eixample.\nThe house has 121m² built on a first height. This is distributed in a spacious living-dining room with access to the 15m2 terrace""]",calle de Villarroel,121 m²,1st,with lift,,"HOME ADVISORS offers you this exclusive COMPLETELY RENOVATED PROPERTY in Barcelona, specifically in l'Antiga Esquerra de l'Eixample.
The house has 121m² built on a first height. This is distributed in a spacious living-dining room with access to the 15m2 terrace, a modern kitchen equipped with an i"
427,Flat,/en/inmueble/101130576/,"595,000€","[""\n\n\n\n\n\n\nFlat in calle d'Aribau"", ' Sant Gervasi - Galvany', ' Barcelona\n\n\n595', '000€\n\n\n4 bed.\n119 m²\n2nd floor exterior with lift\n\n\nSpectacular exterior apartment prepared to adapt it to your liking', ' with multiple possibilities for reform. This fantastic apartment is located on Aribau street', ' at the height of Marià Cubí', ' 5 minutes from Turó Parc. It has an area of 119 sqm']",calle d'Aribau,119 m²,2nd,with lift,,"Spectacular exterior apartment prepared to adapt it to your liking, with multiple possibilities for reform. This fantastic apartment is located on Aribau street, at the height of Marià Cubí, 5 minutes from Turó Parc. It has an area of 119 sqm, distributed in 4 totally exterior rooms and 3 bathrooms."
428,Detached,/en/inmueble/98598127/,"1,450,000€","['\n\n\n\n\n\n\nDetached house in calle del Topazi', ' Vila de Gràcia', ' Barcelona\n\n\n1', '450', '000€\nParking included\n\n\n5 bed.\n408 m²\n\n\nThe Gracia neighborhood is probably one of the most popular in Barcelona', ' both for the joy of its squares', ' the diversity of its neighbors']",calle del Topazi,408 m²,,,Parking included,"The Gracia neighborhood is probably one of the most popular in Barcelona, both for the joy of its squares, the diversity of its neighbors, and the commercial offer. In a corner of the Plaça del Diamant a paradise hides. A beautiful three-story single-family house with an interior patio and an attic"
429,Flat,/en/inmueble/100183962/,"550,000€","['\n\n\n\n\n\n\nFlat in calle de Balmes', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n550', '000€\n\n\n3 bed.\n124 m²\n3rd floor exterior with lift\n\n\nIn the Sant Gervasi-Galvany area we present this property of 124m2 built according to cadastre', ' of which 98 m2 belong to the house.\nThe house is located on a fourth real floor', ' highlighting its distribution', ' where the day area differs from the night area and its luminosity']",calle de Balmes,124 m²,3rd,with lift,,"In the Sant Gervasi-Galvany area we present this property of 124m2 built according to cadastre, of which 98 m2 belong to the house.
The house is located on a fourth real floor, highlighting its distribution, where the day area differs from the night area and its luminosity, since it overlooks the s"
430,Flat,/en/inmueble/99863229/,"1,055,000€","[""\n\n\n\n\n\n\nFlat in calle d'Ausiàs Marc"", "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '055', '000€\nParking included\n\n\n2 bed.\n153 m²\n2nd floor exterior with lift\n\n\nThis beautiful apartment is located in one of the most recognized areas of Barcelona such as the Eixample Cuadrat de Or where formerly the great families of the city lived', ' its streets with emblematic buildings such as today the building of les Punchas as the building of the Burés house']",calle d'Ausiàs Marc,153 m²,2nd,with lift,Parking included,"This beautiful apartment is located in one of the most recognized areas of Barcelona such as the Eixample Cuadrat de Or where formerly the great families of the city lived, its streets with emblematic buildings such as today the building of les Punchas as the building of the Burés house, It is locat"
431,Flat,/en/inmueble/99303429/,"1,480,000€","['\n\n\n\n\n\n\nFlat in avenida de Pedralbes', ' Pedralbes', ' Barcelona\n\n\n1', '480', '000€\nParking included\n\n\n5 bed.\n250 m²\n3rd floor exterior with lift\n\n\nIn the Pedralbes area near the Real Club Barcelona tennis we present this beautiful exclusive apartment near Cervantes parks as well as the Palacio Real gardens. The apartment is very well distributed between the day area and the night area']",avenida de Pedralbes,250 m²,3rd,with lift,Parking included,"In the Pedralbes area near the Real Club Barcelona tennis we present this beautiful exclusive apartment near Cervantes parks as well as the Palacio Real gardens. The apartment is very well distributed between the day area and the night area, at the main entrance we enter a large hall where you can a"
432,Flat,/en/inmueble/100356313/,"1,280,000€","['\n\n\n\n\n\n\nFlat in calle del Rosari', ' Les Tres Torres', ' Barcelona\n\n\n1', '280', '000€\nParking included\n\n\n3 bed.\n170 m²\n2nd floor exterior with lift\n\n\nBeautiful house located in one of the best streets of Tres Torres', ' Rosari street', ' very quiet and residential. This property is characterized by being three winds', ' and exterior', ' so light and sun are always present. Upon entering we find a spacious hall']",calle del Rosari,170 m²,2nd,with lift,Parking included,"Beautiful house located in one of the best streets of Tres Torres, Rosari street, very quiet and residential. This property is characterized by being three winds, and exterior, so light and sun are always present. Upon entering we find a spacious hall, which leads us to a wonderful south-facing livi"
433,Flat,/en/inmueble/100072399/,"2,500,000€","[""\n\n\n\n\n\n\nFlat in calle d'Ausiàs Marc"", "" La Dreta de l'Eixample"", ' Barcelona\n\n\n2', '500', '000€\nParking included\n\n\n5 bed.\n303 m²\n1st floor exterior without lift\n\n\nBeautiful ground floor in the heart of the eixample', ' this magnificent new construction of a restored building is located in one of the most emblematic area of the eixample with modernist buildings restored preserving its structure']",calle d'Ausiàs Marc,303 m²,1st,without lift,Parking included,"Beautiful ground floor in the heart of the eixample, this magnificent new construction of a restored building is located in one of the most emblematic area of the eixample with modernist buildings restored preserving its structure, This 303 m2 apartment is well differentiated from the night area and"
434,Duplex,/en/inmueble/98098077/,"1,095,000€","['\n\n\n\n\n\n\nDuplex in Les Corts', ' Barcelona\n\n\n1', '095', '000€\nParking included\n\n\n5 bed.\n240 m²\n2nd floor exterior with lift\n\n\nExclusive 240m2 duplex penthouse (including terraces)', ' unique in the area', ' impeccable to move into', ' just two streets from the Illa de Barcelona shopping center', ' as well as Avda. Diagonal.\nIt is a perfect location', ' in a very quiet street without traffic', ' with garden areas']",Les Corts,240 m²,2nd,with lift,Parking included,"Exclusive 240m2 duplex penthouse (including terraces), unique in the area, impeccable to move into, just two streets from the Illa de Barcelona shopping center, as well as Avda. Diagonal.
It is a perfect location, in a very quiet street without traffic, with garden areas, without noise and close to"
435,Flat,/en/inmueble/101172017/,"465,000€","['\n\n\n\n\n\n\nFlat in Vila de Gràcia', ' Barcelona\n\n\n465', '000€\n\n\n4 bed.\n80 m²\n3rd floor interior with lift\n\n\nOpportunity apartment in one of the best areas of Barcelona', ' with 4 rooms in the center', ' with the Catalan Railways at the door', ' next to Plaza Gal·la Placídia and Vía Augusta']",Vila de Gràcia,80 m²,3rd,with lift,,"Opportunity apartment in one of the best areas of Barcelona, with 4 rooms in the center, with the Catalan Railways at the door, next to Plaza Gal·la Placídia and Vía Augusta, as well as Avda. Diagonal.
A quiet apartment to move into without noise and in a very familiar area with absolutely all the"
