,type,reference,price,district,street,area,plant,lift,parking,description
160,Penthouse,/en/inmueble/98241033/,"399,000€","['\n\nPenthouse in calle de Sant Pere Màrtir', ' 23', ' Vila de Gràcia', ' Barcelona\n\n\n399', '000€\n\n\n2 bed.\n82 m²\n2nd floor exterior without lift\n\n\nIf you were looking for a SPACIOUS CHARMING APARTMENT in the heart of the Gràcia neighborhood', ' you just found it! Located next to the Jardinets de Gràcia', ' this beautiful 16m2 apartment WITH PRIVATE TERRACE is a dream. It is a second floor', ' without elevator']",calle de Sant Pere Màrtir,82 m²,2nd,without lift,,"If you were looking for a SPACIOUS CHARMING APARTMENT in the heart of the Gràcia neighborhood, you just found it! Located next to the Jardinets de Gràcia, this beautiful 16m2 apartment WITH PRIVATE TERRACE is a dream. It is a second floor, without elevator, of a small building on calle Sant Pere Mar"
161,Flat,/en/inmueble/98269201/,"550,000€","['\n\n\n\n\n\n\nFlat in El Poblenou', ' Barcelona\n\n\n550', '000€\n\n\n700', '000 €\n\n21%\n\n\n\n3 bed.\n312 m²\n exterior without lift\n\n\nDesign apartment and commercial premises in Poblenou\nSpectacular property consisting of commercial premises of 155 m2', ' with double height', ' ideal for setting up a business']",El Poblenou,312 m²,,,,"Design apartment and commercial premises in Poblenou
Spectacular property consisting of commercial premises of 155 m2, with double height, ideal for setting up a business, office or loft with double height. Continuing towards the back of the premises we will see a courtyard that communicates with a"
162,Flat,/en/inmueble/100112075/,"540,000€","['\n\nFlat in El Gòtic', ' Barcelona\n\n\n540']",El Gòtic,130 m²,2nd,with lift,,Elegant apartment with antique elements located in a building built in the second half of the 19th century that is structured around a beautiful patio and that is part of the Catalog of Architectural Heritage of Barcelona. It is located on the second floor and is special due to its distribution and
163,Flat,/en/inmueble/101183050/,"540,000€","['\n\nFlat in El Gòtic', ' Barcelona\n\n\n540']",El Gòtic,130 m²,2nd,with lift,,Elegant apartment with antique elements located in a building built in the second half of the 19th century that is structured around a beautiful patio and that is part of the Catalog of Architectural Heritage of Barcelona. It is located on the second floor and is special due to its distribution and
164,Detached,/en/inmueble/101262103/,"1,490,000€","['\n\nDetached house in Sant Gervasi - La Bonanova', ' Barcelona\n\n\n1', '490', '000€\n\n\n4 bed.\n151 m²\n\n\nDesign house in Bonanova with 2 floors located on a 174m2 lot', ' in an unbeatable area.\nThe property consists of 160m2 spread over 2 floors. The ground floor has 90m2 and the upper floor 70m2']",Sant Gervasi - La Bonanova,151 m²,,,,"Design house in Bonanova with 2 floors located on a 174m2 lot, in an unbeatable area.
The property consists of 160m2 spread over 2 floors. The ground floor has 90m2 and the upper floor 70m2, with two terraces of 10m2 respectively. This exclusive property also has a 70m2 garden and a 20m2 garden hou"
165,Flat,/en/inmueble/100587374/,"920,000€","['\n\nFlat in Sants', ' Barcelona\n\n\n920', '000€\nGarage optional 30', '000 €\n\n\n4 bed.\n159 m²\n2nd floor exterior with lift\n\n\nMagnificent duplex apartment with a surface area of 159 m2', ' and an excellent 60 m2 terrace', ' located in the center of La Bordeta', ' close to all services', ' very well connected.\nBuilding of the year 1991', ' exposed work', ' with elevator']",Sants,159 m²,2nd,with lift,"Garage optional 30,000 €","Magnificent duplex apartment with a surface area of 159 m2, and an excellent 60 m2 terrace, located in the center of La Bordeta, close to all services, very well connected.
Building of the year 1991, exposed work, with elevator, perfectly preserved. Floor to enter to live!
Optional PLACE FOR LARGE"
166,Flat,/en/inmueble/100454446/,"310,000€","['\n\n\n\n\n\n\nFlat in ronda de Sant Pau', ' Sant Antoni', ' Barcelona\n\n\n310', '000€\n\n\n325', '000 €\n\n5%\n\n\n\n3 bed.\n86 m²\n4th floor exterior with lift\n\n\nHigh and bright flat all exterior to refurbish in Eixample\nEngel & Völkers has the pleasure of introduce with exclusivity this fantastic 86 m2 apartment', ' with two balconies', ' made up of 3 rooms (two doubles and one single) all exterior', ' open kitchen']",ronda de Sant Pau,86 m²,4th,with lift,,"High and bright flat all exterior to refurbish in Eixample
Engel & Völkers has the pleasure of introduce with exclusivity this fantastic 86 m2 apartment, with two balconies, made up of 3 rooms (two doubles and one single) all exterior, open kitchen, living room with balcony with unobstructed views o"
167,Flat,/en/inmueble/100683533/,"675,000€","['\n\n\n\n\n\n\nFlat in calle de Sant Elies', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n675', '000€\n\n\n4 bed.\n149 m²\n1st floor exterior with lift\n\n\nSant Elies/Brusi (Sant Gervasi) spacious 149m2 apartment outside a block patio. ', ' in a building built by the renowned architect Antoni de Moragas. ', ' with access to 2 interior patios. Dining room in two rooms of 40m2. ', ' approx. ', ' 4 bedrooms (2 doubles', ' 1 medium', ' 1 single)', ' 2 bathrooms with shower']",calle de Sant Elies,149 m²,1st,with lift,,"Sant Elies/Brusi (Sant Gervasi) spacious 149m2 apartment outside a block patio. , in a building built by the renowned architect Antoni de Moragas. , with access to 2 interior patios. Dining room in two rooms of 40m2. , approx. , 4 bedrooms (2 doubles, 1 medium, 1 single), 2 bathrooms with shower, ga"
168,Flat,/en/inmueble/99890509/,"950,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n950', '000€\n\n\n960', '000 €\n\n1%\n\n\n\n5 bed.\n207 m²\n2nd floor exterior with lift\n\n\nTRAVELDE GRÀCIA - BALMES in the neuralgic center of leisure', ' shopping and business in Barcelona. Exclusive property with great potential where to design a lifestyle. Spectacular 207 m² apartment in one of the best areas of Barcelona']",Sant Gervasi - Galvany,207 m²,2nd,with lift,,"TRAVELDE GRÀCIA - BALMES in the neuralgic center of leisure, shopping and business in Barcelona. Exclusive property with great potential where to design a lifestyle. Spectacular 207 m² apartment in one of the best areas of Barcelona, in a royal estate. The house in its current distribution has five"
169,Flat,/en/inmueble/100923748/,"1,490,000€","['\n\n\n\n\n\n\nFlat in calle de la Mercè', ' El Gòtic', ' Barcelona\n\n\n1', '490', '000€\n\n\n7 bed.\n300 m²\n2nd floor exterior with lift\n\n\n300 m 2 apartment to renovate in a beautiful period building in the Gothic', ' with the possibility of separating into two units. Its interior consists of a spacious dining room living room with three balconies overlooking the seaport of Barcelona']",calle de la Mercè,300 m²,2nd,with lift,,"300 m 2 apartment to renovate in a beautiful period building in the Gothic, with the possibility of separating into two units. Its interior consists of a spacious dining room living room with three balconies overlooking the seaport of Barcelona, five spacious bedrooms and three bathrooms. There is a"
170,Flat,/en/inmueble/100064228/,"1,195,000€","['\n\n\n\n\n\n\nFlat in ronda de Sant Pere', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '195', '000€\n\n\n3 bed.\n195 m²\n10th floor exterior with lift\n\n\nLocated on the 10th floor of the Fábregas Building', ' we find this completely renovated property with exceptional design and quality. The building where it is located', ' which dates from 1944 and has a lift and concierge service', ' was the first skyscraper in the city of Barcelona']",ronda de Sant Pere,195 m²,10th,with lift,,"Located on the 10th floor of the Fábregas Building, we find this completely renovated property with exceptional design and quality. The building where it is located, which dates from 1944 and has a lift and concierge service, was the first skyscraper in the city of Barcelona, a work by the architect"
171,Detached,/en/inmueble/96718205/,"1,250,000€","['\n\n\n\n\n\n\nDetached house in calle de Marmellà', ' El Putxet i el Farró', ' Barcelona\n\n\n1', '250', '000€\n\n\n4 bed.\n487 m²\n\n\nDetached house to renovate completely', ' located in the neighbourhood of Sant Gervasi-La Bonanova', ' next to the gardens of Turó del Putxet', ' in a very quiet area', ' surrounded by green areas.\nThe house is currently distributed over three floors: street level plus two upper floors.\nOn the ground floor']",calle de Marmellà,487 m²,,,,"Detached house to renovate completely, located in the neighbourhood of Sant Gervasi-La Bonanova, next to the gardens of Turó del Putxet, in a very quiet area, surrounded by green areas.
The house is currently distributed over three floors: street level plus two upper floors.
On the ground floor,"
172,Flat,/en/inmueble/101612472/,"315,000€","['\n\n\n\n\n\n\nFlat in calle de València', ' La Sagrada Família', ' Barcelona\n\n\n315', '000€\n\n\n4 bed.\n80 m²\n with lift\n\n\nOriented to a quiet block patio in the demanded area of the Sagrada Familia', ' we offer you this home to renovate and give it your personal touch!\nThe house of 80m² built', ' currently distributed in a living room with access to a balcony', ' 4 bedrooms']",calle de València,80 m²,,,,"Oriented to a quiet block patio in the demanded area of the Sagrada Familia, we offer you this home to renovate and give it your personal touch!
The house of 80m² built, currently distributed in a living room with access to a balcony, 4 bedrooms, an independent kitchen with access to a laundry room"
173,Flat,/en/inmueble/97813064/,"602,000€","['\n\nFlat in Gran Via de les Corts Catalanes', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n602', '000€\n\n\n2 bed.\n96 m²\n5th floor exterior with lift\n\n\nMagnificent completely renovated 96 m2 apartment', ' in a royal corner building next to Pl. Tetuán', ' has a spacious sunny dining room facing south-east', ' with a gallery and views of Pl. Tetuán', ' semi-open kitchen with serving hatch', ' 2 double bedrooms (1 with en-suite bathroom)']",Gran Via de les Corts Catalanes,96 m²,5th,with lift,,"Magnificent completely renovated 96 m2 apartment, in a royal corner building next to Pl. Tetuán, has a spacious sunny dining room facing south-east, with a gallery and views of Pl. Tetuán, semi-open kitchen with serving hatch, 2 double bedrooms (1 with en-suite bathroom), another independent bathroo"
174,Flat,/en/inmueble/101617620/,"344,000€","['\n\n\n\n\n\n\nFlat in independencia', "" El Camp de l'Arpa del Clot"", ' Barcelona\n\n\n344', ""000€\n\n\n3 bed.\n75 m²\n4th floor exterior with lift\n\n\n4rt d'alçada with elevator"", "" exterior to street.\nFinca d'obra seen with elevator of the year 1971 (sense architectural barriers)\nIt has 3 bedrooms"", ' the main one with dressing room (possibility of 2nd bathroom)', ' kitchen with integrated safareig']",,75 m²,4th,with lift,,"4rt d'alçada with elevator, exterior to street.
Finca d'obra seen with elevator of the year 1971 (sense architectural barriers)
It has 3 bedrooms, the main one with dressing room (possibility of 2nd bathroom), kitchen with integrated safareig, full bathroom with dutxa flat.
Saló menjador amb sortid"
175,Flat,/en/inmueble/100629626/,"280,000€","['\n\n\n\n\n\n\nFlat in El Poble Sec - Parc de Montjuïc', ' Barcelona\n\n\n280', '000€\n\n\n285', '000 €\n\n2%\n\n\n\n2 bed.\n68 m²\n3rd floor exterior with lift\n\n\ncozy and bright apartment in Poble Sec\nBeautiful apartment located in a very picturesque semi-pedestrian street a few meters from Paralel avenue and the metro station lines L2 and L3.\nIt has natural wood floors in all its rooms']",El Poble Sec - Parc de Montjuïc,68 m²,3rd,with lift,,"cozy and bright apartment in Poble Sec
Beautiful apartment located in a very picturesque semi-pedestrian street a few meters from Paralel avenue and the metro station lines L2 and L3.
It has natural wood floors in all its rooms, and a spacious dining room with a balcony overlooking the street.
Very"
176,Flat,/en/inmueble/101610334/,"435,000€","['\n\nFlat in rambla del Brasil', ' 77', ' Sants', ' Barcelona\n\n\n435', '000€\n\n\n4 bed.\n87 m²\n7th floor exterior with lift\n\n\n**LA CASA AGENCY PRESENTS**\nSPECTACULAR APARTMENT LOCATED IN RAMBLA BRASIL\nThe house has 87m² distributed in four bedrooms (two doubles and two singles)', ' an individual kitchen with access to the laundry room']",rambla del Brasil,87 m²,7th,with lift,,"**LA CASA AGENCY PRESENTS**
SPECTACULAR APARTMENT LOCATED IN RAMBLA BRASIL
The house has 87m² distributed in four bedrooms (two doubles and two singles), an individual kitchen with access to the laundry room, two bathrooms (one complete with a bathtub and the other is a toilet) and a living-dining"
177,Flat,/en/inmueble/101528724/,"825,000€","['\n\nFlat in calle dels Escudellers', ' El Gòtic', ' Barcelona\n\n\n825']",calle dels Escudellers,97 m²,,,,This splendid 97 m2 apartment with a beautiful terrace and garden of 67 m2 is located in a building from 1900 in the heart of the old town. It has been fully refurbished using high-quality materials. The living room with an exquisite open kitchen and dining area is accessible through a large hallway
178,Flat,/en/inmueble/101610353/,"535,500€","['\n\n\n\n\n\n\nFlat in calle de la Gleva', ' El Putxet i el Farró', ' Barcelona\n\n\n535', '500€\n\n\n2 bed.\n83 m²\n2nd floor exterior with lift\n\n\nANDOR HOME offers you this apartment located on Gleva street together with Pàdua street', ' in the El Putxet i el Farró-Sant Gervasi neighborhood of Barcelona.\nThe property has 83 m2 built', ' of which 76 m2 are useful. They are distributed in 2 double bedrooms']",calle de la Gleva,83 m²,2nd,with lift,,"ANDOR HOME offers you this apartment located on Gleva street together with Pàdua street, in the El Putxet i el Farró-Sant Gervasi neighborhood of Barcelona.
The property has 83 m2 built, of which 76 m2 are useful. They are distributed in 2 double bedrooms, 2 complete bathrooms (one of them en suite"
179,Flat,/en/inmueble/99536238/,"980,000€","['\n\n\n\n\n\n\nFlat in Gran Via de les Corts Catalanes', ' El Fort Pienc', ' Barcelona\n\n\n980', ""000€\n\n\n4 bed.\n216 m²\n2nd floor exterior with lift\n\n\nLarge and bright brand new refurbished apartment in Eixample.\nThis sensational flat has been completely refurbished with top quality finishings and is located in a four-orientation building that has been completely renovated. It's located close to Plaça de les Glòries and Sagrada Família""]",Gran Via de les Corts Catalanes,216 m²,2nd,with lift,,"Large and bright brand new refurbished apartment in Eixample.
This sensational flat has been completely refurbished with top quality finishings and is located in a four-orientation building that has been completely renovated. It's located close to Plaça de les Glòries and Sagrada Família, in the Ei"
180,Flat,/en/inmueble/99536238/,"980,000€","['\n\n\n\n\n\n\nFlat in Gran Via de les Corts Catalanes', ' El Fort Pienc', ' Barcelona\n\n\n980', ""000€\n\n\n4 bed.\n216 m²\n2nd floor exterior with lift\n\n\nLarge and bright brand new refurbished apartment in Eixample.\nThis sensational flat has been completely refurbished with top quality finishings and is located in a four-orientation building that has been completely renovated. It's located close to Plaça de les Glòries and Sagrada Família""]",Gran Via de les Corts Catalanes,216 m²,2nd,with lift,,"Large and bright brand new refurbished apartment in Eixample.
This sensational flat has been completely refurbished with top quality finishings and is located in a four-orientation building that has been completely renovated. It's located close to Plaça de les Glòries and Sagrada Família, in the Ei"
181,Flat,/en/inmueble/100687457/,"449,000€","['\n\nFlat in calle de Villarroel', ' 177', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n449', '000€\n\n\n4 bed.\n95 m²\n5th floor exterior with lift\n\n\nIn the emblematic neighborhood of L´Eixample and in front of the ""Hospital Clinic"" of Barcelona and the Faculty of Medicine! SOUTH FACING (lots of sun)\n2 min walk from the Industrial School\nA 1-minute walk from Metro L5 Hospital Clinic stop\nFantastic 80 m2 apartment']",calle de Villarroel,95 m²,5th,with lift,,"In the emblematic neighborhood of L´Eixample and in front of the ""Hospital Clinic"" of Barcelona and the Faculty of Medicine! SOUTH FACING (lots of sun)
2 min walk from the Industrial School
A 1-minute walk from Metro L5 Hospital Clinic stop
Fantastic 80 m2 apartment, with a very quiet outdoor terr"
182,Flat,/en/inmueble/92710574/,"235,000€","['\n\nFlat in calle del Carme', ' El Raval', ' Barcelona\n\n\n235', '000€\n\n\n2 bed.\n65 m²\n1st floor interior without lift\n\n\nBeautiful renovated apartment very cozy and quiet', ' a lot of charm', ' located in Carmen Raval alto street', ' it consists of 62 m2', ' a living room with a fully equipped American kitchen (ceramic hob', ' oven', ' dishwasher', ' fridge and washing machine)', ' a double bedroom and a spacious single bedroom']",calle del Carme,65 m²,1st,without lift,,"Beautiful renovated apartment very cozy and quiet, a lot of charm, located in Carmen Raval alto street, it consists of 62 m2, a living room with a fully equipped American kitchen (ceramic hob, oven, dishwasher, fridge and washing machine), a double bedroom and a spacious single bedroom, bathroom wit"
183,Flat,/en/inmueble/97112390/,"550,000€","['\n\n\n\n\n\n\nFlat in calle de Berlín', ' Les Corts', ' Barcelona\n\n\n550', '000€\n\n\n4 bed.\n90 m²\n5th floor exterior with lift\n\n\nApartment with large balcony in Les Corts\nVery well distributed and bright apartment of 90 m2 with a large balcony', ' former sixth real floor']",calle de Berlín,90 m²,5th,with lift,,"Apartment with large balcony in Les Corts
Very well distributed and bright apartment of 90 m2 with a large balcony, former sixth real floor, 4 bedrooms and 2 bathrooms in the central area of Les Corts. Upon entering the hall of the property there are two spacious single rooms with a window to the in"
184,Flat,/en/inmueble/99711669/,"460,000€","['\n\n\n\n\n\n\nFlat in calle de Casanova', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n460', '000€\n\n\n2 bed.\n63 m²\n1st floor exterior without lift\n\n\nFantastic refurbished flat near Francesc Macià\nFantastic refurbished flat in Finca Regia', ' with original elements very close to Plaça de Francesc Macià']",calle de Casanova,63 m²,1st,without lift,,"Fantastic refurbished flat near Francesc Macià
Fantastic refurbished flat in Finca Regia, with original elements very close to Plaça de Francesc Macià, in one of the best areas for location in the city. This property stands out for its refurbishment in every detail. From the entrance of the flat the"
185,Flat,/en/inmueble/97248421/,"205,000€","['\n\n\n\n\n\n\nFlat in calle de la Noguera Pallaresa', ' La Bordeta', ' Barcelona\n\n\n205', '000€\n\n\n212', '000 €\n\n3%\n\n\n\n4 bed.\n61 m²\nMezzanine interior with lift\n\n\n4 bedroom apartment! 61 m² apartment distributed in living room', ' four bedrooms', ' kitchen', ' bathroom and hall. Ideal for families! It has stoneware floors', ' aluminum windows', ' pine interior doors', ' natural gas heating installation']",calle de la Noguera Pallaresa,61 m²,Mezzanine,lift,,"4 bedroom apartment! 61 m² apartment distributed in living room, four bedrooms, kitchen, bathroom and hall. Ideal for families! It has stoneware floors, aluminum windows, pine interior doors, natural gas heating installation, air conditioning installation... Good general state of conservation. Many"
186,Flat,/en/inmueble/101308853/,"1,150,000€","['\n\n\n\n\n\n\nFlat in calle de Ferran Valls i Taberner', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '150', '000€\nParking included\n\n\n1', '250', '000 €\n\n8%\n\n\n\n4 bed.\n205 m²\n3rd floor exterior with lift\n\n\nApartment for sale with parking in Galvany\nBeautiful apartment of 181m2 built for sale in classic and stately estate in the upper part of the Galvany area. \xa0\nElegant entrance hall with toilet from where we can access the rest of the rooms of the house.\nLiving room in two rooms with large windows']",calle de Ferran Valls i Taberner,205 m²,3rd,with lift,Parking included,"Apartment for sale with parking in Galvany
Beautiful apartment of 181m2 built for sale in classic and stately estate in the upper part of the Galvany area.  
Elegant entrance hall with toilet from where we can access the rest of the rooms of the house.
Living room in two rooms with large windows, a"
187,Flat,/en/inmueble/100868336/,"249,000€","['\n\nFlat in calle de Pujades', ' El Poblenou', ' Barcelona\n\n\n249', '000€\n\n\n3 bed.\n57 m²\n3rd floor exterior with lift\n\n\nApartment located in the area of Poblenou - Sant Martí', ' Barcelona. It has 57m2 built', ' of which 54m2 are useful. It is distributed in entrance hall', ' living room', ' 3 bedrooms', ' kitchen and a bathroom with bathtub. It is located in a third real', ' in a building built in 1920']",calle de Pujades,57 m²,3rd,with lift,,"Apartment located in the area of Poblenou - Sant Martí, Barcelona. It has 57m2 built, of which 54m2 are useful. It is distributed in entrance hall, living room, 3 bedrooms, kitchen and a bathroom with bathtub. It is located in a third real, in a building built in 1920, which has an elevator. The bui"
188,Flat,/en/inmueble/101610057/,"219,000€","['\n\nFlat in calle de Blasco de Garay', ' El Poble Sec - Parc de Montjuïc', ' Barcelona\n\n\n219', '000€\n\n\n3 bed.\n90 m²\nGround floor with lift\n\n\nMagnificent apartment of 72 useful square meters in the heart of Poble Sec.It is a mezzanine in a restored farm from 1902 and consists of 3 double rooms and an additional one as a storage room.The modern kitchen', ' in an office format and equipped']",calle de Blasco de Garay,90 m²,Ground,lift,,"Magnificent apartment of 72 useful square meters in the heart of Poble Sec.It is a mezzanine in a restored farm from 1902 and consists of 3 double rooms and an additional one as a storage room.The modern kitchen, in an office format and equipped, is located next to the dining room in the distributor"
189,Flat,/en/inmueble/97367283/,"1,250,000€","['\n\n\n\n\n\n\nFlat in avenida Diagonal', ' Les Corts', ' Barcelona\n\n\n1', '250', '000€\nParking included\n\n\n5 bed.\n215 m²\n7th floor exterior with lift\n\n\nApartment with terrace and parking space in Sarria\nOn Diagonal avenue', ' between Francesc Masia Square and Sarriá Avenue', ' surrounded by shops', ' services', ' parks', ' and with unbeatable communication', ' we locate this large and bright home with wide spaces.\nApartment on the seventh floor']",avenida Diagonal,215 m²,7th,with lift,Parking included,"Apartment with terrace and parking space in Sarria
On Diagonal avenue, between Francesc Masia Square and Sarriá Avenue, surrounded by shops, services, parks, and with unbeatable communication, we locate this large and bright home with wide spaces.
Apartment on the seventh floor, 200sqm with noble a"
190,Flat,/en/inmueble/101600304/,"286,000€","['\n\n\n\n\n\n\nFlat in La Marina del Port', ' Barcelona\n\n\n286', '000€\n\n\n3 bed.\n75 m²\n3rd floor with lift\n\n\nPSO. FREE ZONE - FONERIA Spectacular renovated apartment with 3 bedrooms', ' two of them double', ' large living room with access to the balcony', ' 2 bathrooms with shower']",La Mar,75 m²,3rd,lift,,"PSO. FREE ZONE - FONERIA Spectacular renovated apartment with 3 bedrooms, two of them double, large living room with access to the balcony, 2 bathrooms with shower, fully renovated and equipped kitchen. The apartment has air conditioning and gas heating. Very good location next to the Fonería metro."
191,Flat,/en/inmueble/96070524/,"1,750,000€","['\n\n\n\n\n\n\nFlat in calle Alt de Gironella', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '750', '000€\nParking included\n\n\n4 bed.\n245 m²\n2nd floor exterior with lift\n\n\nExcellent apartment to move into in Turó Parc\nEngel & Völkers presents an elegant renovated house in the Tres Torres-Turó Parc district. It is an ideal apartment for families']",calle Alt de Gironella,245 m²,2nd,with lift,Parking included,"Excellent apartment to move into in Turó Parc
Engel & Völkers presents an elegant renovated house in the Tres Torres-Turó Parc district. It is an ideal apartment for families, located in a perfectly preserved and well-connected property.
Currently the property consists of a hall (with courtesy toile"
192,Flat,/en/inmueble/100631250/,"850,000€","['\n\nFlat in avenida de Sarrià', ' Les Corts', ' Barcelona\n\n\n850', '000€\n\n\n3 bed.\n160 m²\n6th floor exterior with lift\n\n\nSTATE HOUSING', ' COMPLETELY OUTSIDE', ' VERY SUNNY', ' BRIGHT AND AIR-CONDITIONED\n160m² house', ' totally exterior to Avenida Sarrià and Calle Loreto', ' 6th floor with two elevators and concierge service', ' very sunny', ' bright and air-conditioned', ' facing south and west', ' in perfect condition']",avenida de Sarrià,160 m²,6th,with lift,,"STATE HOUSING, COMPLETELY OUTSIDE, VERY SUNNY, BRIGHT AND AIR-CONDITIONED
160m² house, totally exterior to Avenida Sarrià and Calle Loreto, 6th floor with two elevators and concierge service, very sunny, bright and air-conditioned, facing south and west, in perfect condition, completely renovated w"
193,Flat,/en/inmueble/101606577/,"370,000€","['\n\n\n\n\n\n\nFlat in calle del Consell de Cent', "" La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n370', '000€\n\n\n3 bed.\n95 m²\n2nd floor exterior with lift\n\n\nOPPORTUNITY – APARTMENT TO REFORM!\nWe offer a 95 m2 built apartment', ' about 88 m2 useful with many possibilities', ' being able to reform it to your liking', ' with style', ' making the most of every inch.\nThe apartment consists of 3 rooms']",calle del Consell de Cent,95 m²,2nd,with lift,,"OPPORTUNITY – APARTMENT TO REFORM!
We offer a 95 m2 built apartment, about 88 m2 useful with many possibilities, being able to reform it to your liking, with style, making the most of every inch.
The apartment consists of 3 rooms, two of them exterior with access to a very large block patio and the"
194,Penthouse,/en/inmueble/101611754/,"375,000€","['\n\n\n\n\n\n\nPenthouse in calle de la Reina Amàlia', ' El Raval', ' Barcelona\n\n\n375', '000€\n\n\n2 bed.\n65 m²\n5th floor exterior without lift\n\n\n65m2 duplex penthouse for sale in El Raval', ' Ciutat Vella', ' a few meters from Ronda Sant Pau', ' 5 minutes walk from the Sant Antoni Market.\nThe property consists of 2 exterior double rooms', ' 1 bathroom', ' living room and open kitchen.\nUpon entering the house on the first floor are the 2 bedrooms']",calle de la Re,65 m²,5th,without lift,,"65m2 duplex penthouse for sale in El Raval, Ciutat Vella, a few meters from Ronda Sant Pau, 5 minutes walk from the Sant Antoni Market.
The property consists of 2 exterior double rooms, 1 bathroom, living room and open kitchen.
Upon entering the house on the first floor are the 2 bedrooms, the bathr"
195,Flat,/en/inmueble/95261992/,"195,000€","['\n\nFlat in calle de Santa Madrona', ' El Raval', ' Barcelona\n\n\n195', '000€\n\n\n3 bed.\n54 m²\nMezzanine exterior without lift\n\n\nFinques Victor offers you this fantastic opportunity with a 54 m2 apartment next to Avinguda Paral·lel and Drassanes. It is distributed in a 14 m2 living room', ' 3 bedrooms: One double', ' and two singles (1 blind). It also consists of a bathroom']",calle de Santa Madrona,54 m²,Mezzanine,lift,,"Finques Victor offers you this fantastic opportunity with a 54 m2 apartment next to Avinguda Paral·lel and Drassanes. It is distributed in a 14 m2 living room, 3 bedrooms: One double, and two singles (1 blind). It also consists of a bathroom, toilet and kitchen type office. Stoneware floors. It also"
196,Flat,/en/inmueble/98285241/,"3,600,000€","['\n\n\n\n\n\n\nFlat in calle de Jacinto Benavente', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n3', '600', '000€\nParking included\n\n\n7 bed.\n484 m²\n7th floor exterior without lift\n\n\nExcellent apartment in the exclusive Turó Parc\nWe place this impressive and bright apartment in one of the most privileged residential areas of Barcelona']",calle de Jac,484 m²,7th,without lift,Parking included,"Excellent apartment in the exclusive Turó Parc
We place this impressive and bright apartment in one of the most privileged residential areas of Barcelona, Turó Parc.
We are welcomed to the property by a large hall that separates the day area from the night area. From the hall we enter the large dini"
197,Flat,/en/inmueble/100290546/,"495,000€","['\n\n\n\n\n\n\nFlat in calle de Sanpere i Miquel', ' Horta', ' Barcelona\n\n\n495', '000€\nGarage optional 30', '000 €\n\n\n4 bed.\n110 m²\n1st floor exterior with lift\n\n\nFantastic apartment in the center of Horta\nFantastic apartment in the center of the Horta neighborhood', ' very new construction', ' from the year 2001', ' consisting of 103 sqm of floor space and 5 sqm between three balconies.\nUpon entering the apartment', ' we find a distributor']",calle de Sanpere i Miquel,110 m²,1st,with lift,"Garage optional 30,000 €","Fantastic apartment in the center of Horta
Fantastic apartment in the center of the Horta neighborhood, very new construction, from the year 2001, consisting of 103 sqm of floor space and 5 sqm between three balconies.
Upon entering the apartment, we find a distributor, which gives us access to a la"
198,Flat,/en/inmueble/101246427/,"750,000€","['\n\n\n\n\n\n\nFlat in calle de Còrsega', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n750', '000€\n\n\n790', '000 €\n\n5%\n\n\n\n4 bed.\n155 m²\n1st floor exterior with lift\n\n\nLarge flat with terrace in Eixample Esquerra\nWe present you a completely refurbished 140sqm property with a 30sqm terrace in the best area of Eixample Esquerra on the 1st floor of a classical building']",calle de Còrsega,155 m²,1st,with lift,,"Large flat with terrace in Eixample Esquerra
We present you a completely refurbished 140sqm property with a 30sqm terrace in the best area of Eixample Esquerra on the 1st floor of a classical building, two blocks from Diagonal Avenue and two block from the very sought-after Enric Granados Street.
Fr"
199,Flat,/en/inmueble/99017571/,"840,000€","['\n\n\n\n\n\n\nFlat in calle de Josep Anselm Clavé', ' El Gòtic', ' Barcelona\n\n\n840', '000€\n\n\n3 bed.\n176 m²\n3rd floor exterior without lift\n\n\nFantastic property in the Gothic Quarter\nAmazing property of aprox. 176 constructed square meters by Port Vell and Plaça Medinacelli', ' featuring originals elements in perfect conservation status', ' hidraulic flooring', ' carved ceiling', ' high ceiling', ' wide apartment with an amazing amount of natural light']",calle de Josep Anselm Clavé,176 m²,3rd,without lift,,"Fantastic property in the Gothic Quarter
Amazing property of aprox. 176 constructed square meters by Port Vell and Plaça Medinacelli, featuring originals elements in perfect conservation status, hidraulic flooring, carved ceiling, high ceiling, wide apartment with an amazing amount of natural light,"
