,type,reference,price,district,street,area,plant,lift,parking,description
225,Flat,/en/inmueble/97398481/,"570,000€","[""\n\n\n\n\n\n\nFlat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n570', '000€\n\n\n3 bed.\n117 m²\n4th floor exterior with lift\n\n\nFantastic property in Eixample Esquerra\nEngel and Völkers presents a classic property that preserves the high ceilings with mouldings on the living room from the beginning of the last century. The property has 117 sqm']",L'Antiga Esquerra de l'Eixample,117 m²,4th,with lift,,"Fantastic property in Eixample Esquerra
Engel and Völkers presents a classic property that preserves the high ceilings with mouldings on the living room from the beginning of the last century. The property has 117 sqm, three double bedrooms and two bathrooms. The property also has 5 balconies and a"
226,Flat,/en/inmueble/93738105/,"1,450,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '450', '000€\nParking included\n\n\n4 bed.\n200 m²\n4th floor exterior with lift\n\n\nFantastic high apartment near Turó Parc\nIn an excellent location in the Galvany neighborhood', ' in one of the most prestigious streets and close to Turó Parc', ' we present this magnificent high and bright apartment thanks to its double orientation. Apartment of approximately 200sqm built']",Sant Gervasi - Galvany,200 m²,4th,with lift,Parking included,"Fantastic high apartment near Turó Parc
In an excellent location in the Galvany neighborhood, in one of the most prestigious streets and close to Turó Parc, we present this magnificent high and bright apartment thanks to its double orientation. Apartment of approximately 200sqm built, with spacious"
227,Flat,/en/inmueble/100231770/,"299,000€","['\n\n\n\n\n\n\nFlat in Vila de Gràcia', ' Barcelona\n\n\n299', '000€\n\n\n1 bed.\n77 m²\nGround floor exterior with lift\n\n\nDesign loft in the heart of Vila de Gràcia\nPreserving all the energy and creativity of what was once an art gallery', ' we find this beautiful designer loft on the first floor of a 1979 building in the prestigious Verdi street', ' a few steps from the Plaça del Nord.\nUpon entering']",Vila de Gràcia,77 m²,Ground,with lift,,"Design loft in the heart of Vila de Gràcia
Preserving all the energy and creativity of what was once an art gallery, we find this beautiful designer loft on the first floor of a 1979 building in the prestigious Verdi street, a few steps from the Plaça del Nord.
Upon entering, the hall gives way to"
228,Flat,/en/inmueble/83950120/,"1,040,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n1', '040']",El Gòtic,178 m²,2nd,with lift,,"Charming 2 flats on Ramblas
Newly renovated 2 apartments in one of the most emblematic streets of the city. Entering you find on the right a modern kitchen with quality finishes and Siemens brand in all appliances. On the left we find a spacious living room with 2 large windows and a balcony that ru"
229,Flat,/en/inmueble/101278025/,"420,000€","['\n\n\n\n\n\n\nFlat in Sarrià', ' Barcelona\n\n\n420', '000€\n\n\n450', '000 €\n\n7%\n\n\n\n3 bed.\n87 m²\n1st floor exterior without lift\n\n\nBright apartment in Plaza Artòs de Sarrià\nIt is a flat to reform in the Artos de Sarrià square. The house has three exterior rooms to patio or street']",Sarrià,87 m²,1st,without lift,,"Bright apartment in Plaza Artòs de Sarrià
It is a flat to reform in the Artos de Sarrià square. The house has three exterior rooms to patio or street, and a bathroom of a good measure.
The apartment is a first floor and with the possibility of a reform obtaining two bathrooms.
On the farm they are a"
230,Flat,/en/inmueble/94943374/,"770,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n770', '000€\n\n\n3 bed.\n101 m²\n4th floor exterior with lift\n\n\nPenthouse in the Gotico\nAmazing penthouse in a modernist building from 1900 with lift', ' completly rehabilitated in 2011. Unique in Barcelona', ' in which we can consider the best building in Gotico.\nDistributed in a big living room with exit to a balcony', ' open kitchen. Three double bedrooms']",El Gòtic,101 m²,4th,with lift,,"Penthouse in the Gotico
Amazing penthouse in a modernist building from 1900 with lift, completly rehabilitated in 2011. Unique in Barcelona, in which we can consider the best building in Gotico.
Distributed in a big living room with exit to a balcony, open kitchen. Three double bedrooms, all exterio"
231,Penthouse,/en/inmueble/101596313/,"725,000€","[""\n\n\n\n\n\n\nPenthouse in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n725', '000€\n\n\n3 bed.\n113 m²\n7th floor exterior with lift\n\n\nGreat and high flat in Enric Granados\nApartment very bright in Eixample Dret', ' in a building built in 1910 with orientation Southeast.\nIt is a comfortable and functional two double size bedrooms']",L'Antiga Esquerra de l'Eixample,113 m²,7th,with lift,,"Great and high flat in Enric Granados
Apartment very bright in Eixample Dret, in a building built in 1910 with orientation Southeast.
It is a comfortable and functional two double size bedrooms, two complete bathrooms and a toilette. It also has a spacious living room and a fully equipped kitchen w"
232,Flat,/en/inmueble/100918062/,"550,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n550', '000€\n\n\n4 bed.\n142 m²\n3rd floor exterior with lift\n\n\nApartment in the Gothic Quarter\nAmazing opportunity in carrer Ample', ' 142 constructed square meters', ' building in very goodshape', ' entrance lobby just done', ' with lift. Ideal to refurbish en make an amazing apartment', ' high level apartemnt with natural light and great inner street views']",El Gòtic,142 m²,3rd,with lift,,"Apartment in the Gothic Quarter
Amazing opportunity in carrer Ample, 142 constructed square meters, building in very goodshape, entrance lobby just done, with lift. Ideal to refurbish en make an amazing apartment, high level apartemnt with natural light and great inner street views, which is hard to"
233,Flat,/en/inmueble/100856818/,"340,000€","['\n\n\n\n\n\n\nFlat in Can Baró', ' Barcelona\n\n\n340', '000€\n\n\n4 bed.\n105 m²\n7th floor exterior with lift\n\n\nHigh property with terrace in Can Baró\nFantastic high', ' spacious and bright apartment with 8 sqm terrace', ' all exterior and bright']",Can Baró,105 m²,7th,with lift,,"High property with terrace in Can Baró
Fantastic high, spacious and bright apartment with 8 sqm terrace, all exterior and bright, located in a privileged area known for its spectacular views over Barcelona and the coast.
Upon entering we find ourselves in a practical hall that leads to a very spaci"
234,Flat,/en/inmueble/99484970/,"1,995,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '995', '000€\nParking included\n\n\n5 bed.\n350 m²\n4th floor exterior with lift\n\n\nHigh and luminous flat in Galvany\nLikely flat entirely outdoor on a 4th floor with a very square distribution', ' made up of a spacious hall that gives us an incredible and bright dining hall with three winds and an outlet to the terrace of around. 30m2. From the dining room']",Sant Gervasi - Galvany,350 m²,4th,with lift,Parking included,"High and luminous flat in Galvany
Likely flat entirely outdoor on a 4th floor with a very square distribution, made up of a spacious hall that gives us an incredible and bright dining hall with three winds and an outlet to the terrace of around. 30m2. From the dining room, we can access a large offi"
235,Flat,/en/inmueble/99791671/,"960,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n960', '000€\n\n\n3 bed.\n166 m²\n3rd floor exterior with lift\n\n\nCharming 3 apartments on Las Ramblas\nRenovated building of only 5 levels with lift and balconies overlooking the Boqueria Market.\nThis unit located on the third floor', ' a real fourth floor']",El Gòtic,166 m²,3rd,with lift,,"Charming 3 apartments on Las Ramblas
Renovated building of only 5 levels with lift and balconies overlooking the Boqueria Market.
This unit located on the third floor, a real fourth floor, are 3 renovated apartments ready to rent. They are sell as a single unit. Each apartment has a fully equipped"
236,Flat,/en/inmueble/94285069/,"736,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n736', '000€\n\n\n3 bed.\n144 m²\n exterior with lift\n\n\nApartment to reform in Eixample\nWe are pleased to present this outstanding opportunity to create your dream residence on a prestigious avenue in the heart of Barcelona.\nThis historical regal building of 1900 is undergoing a full renovation of common areas', ' mechanical equipment']",La Dreta de l'Eixample,144 m²,,,,"Apartment to reform in Eixample
We are pleased to present this outstanding opportunity to create your dream residence on a prestigious avenue in the heart of Barcelona.
This historical regal building of 1900 is undergoing a full renovation of common areas, mechanical equipment, as well as a restora"
237,Flat,/en/inmueble/100827823/,"1,790,000€","['\n\n\n\n\n\n\nFlat in Pedralbes', ' Barcelona\n\n\n1', '790', '000€\nParking included\n\n\n3 bed.\n222 m²\n1st floor exterior with lift\n\n\nBright flat in Pedralbes ready to move in\nIn one of the most prestigious residential neighborhoods in Barcelona', ' Pedralbes', ' very well connected to the city center and the main exit routes from it']",Pedralbes,222 m²,1st,with lift,Parking included,"Bright flat in Pedralbes ready to move in
In one of the most prestigious residential neighborhoods in Barcelona, Pedralbes, very well connected to the city center and the main exit routes from it, as well as close to prestigious international schools and renowned medical centers. We locate this magn"
238,Flat,/en/inmueble/101256732/,"395,000€","['\n\n\n\n\n\n\nFlat in El Raval', ' Barcelona\n\n\n395', '000€\n\n\n3 bed.\n106 m²\n exterior without lift\n\n\nCharming apartment with 4 balconies in El Raval\nEngel&Volkers exclusively presents a beautiful apartment in a building from the 1900s. This 106 m2 flat it is a corner building between two streets. With 4 balconies it has 3 bedrooms', ' 2 triples and 1 single', ' open kitchen to the living room']",El Raval,106 m²,,,,"Charming apartment with 4 balconies in El Raval
Engel&Volkers exclusively presents a beautiful apartment in a building from the 1900s. This 106 m2 flat it is a corner building between two streets. With 4 balconies it has 3 bedrooms, 2 triples and 1 single, open kitchen to the living room, 1 full bat"
239,Flat,/en/inmueble/97024615/,"4,950,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n4', '950', '000€\nParking included\n\n\n5 bed.\n448 m²\n3rd floor exterior with lift\n\n\nMagnificent apartment to move into in Turó Parc\nEngel & Völkers presents a luxury property in perfect condition in Turó Parc. It is a spacious and bright home', ' elegant and warm']",Sant Gervasi - Galvany,448 m²,3rd,with lift,Parking included,"Magnificent apartment to move into in Turó Parc
Engel & Völkers presents a luxury property in perfect condition in Turó Parc. It is a spacious and bright home, elegant and warm, with an impeccable layout.
It consists of a large entrance hall that gives access to the day area with a magnificent three"
240,Flat,/en/inmueble/99168745/,"770,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n770', '000€\n\n\n1 bed.\n61 m²\n1st floor exterior with lift\n\n\nNew one bedroom flat on Rambla Catalunya\nWe are pleased to present this completely refurbished finca regia with 17 contemporary designed apartments', ' located on the iconic Rambla de Catalunya in the heart of Barcelona. Set on a tree-lined']",La Dreta de l'Eixample,61 m²,1st,with lift,,"New one bedroom flat on Rambla Catalunya
We are pleased to present this completely refurbished finca regia with 17 contemporary designed apartments, located on the iconic Rambla de Catalunya in the heart of Barcelona. Set on a tree-lined, semi-pedestrianized avenue known for both outdoor dining and"
241,Flat,/en/inmueble/101258277/,"255,000€","['\n\n\n\n\n\n\nFlat in El Raval', ' Barcelona\n\n\n255', '000€\n\n\n272', '000 €\n\n6%\n\n\n\n2 bed.\n69 m²\n3rd floor exterior with lift\n\n\nApartment with elevator near Ronda Sant Pau\nExclusive apartment in the Raval']",El Raval,69 m²,3rd,with lift,,"Apartment with elevator near Ronda Sant Pau
Exclusive apartment in the Raval, recently remodeled with finishing details that make it unique in its style with great potential for investors in a very well located royal building with elevator.
Located in a rehabilitation and urban growth area of the Ci"
242,Penthouse,/en/inmueble/91480010/,"950,000€","['\n\n\n\n\n\n\nPenthouse in Sarrià', ' Barcelona\n\n\n950', '000€\nGarage optional 30', '000 €\n\n\n2 bed.\n124 m²\n6th floor exterior with lift\n\n\nBeautiful Penthouse in Sarria\nIn the wonderful and residential neighborhood of Sarrià', ' surrounded by shops', ' restaurants and very close to large green areas']",Sarrià,124 m²,6th,with lift,"Garage optional 30,000 €","Beautiful Penthouse in Sarria
In the wonderful and residential neighborhood of Sarrià, surrounded by shops, restaurants and very close to large green areas, we find this exclusive recently renovated penthouse.
We access the apartment and from the first moment we can appreciate the magnificent lumino"
243,Flat,/en/inmueble/94943374/,"770,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n770', '000€\n\n\n3 bed.\n101 m²\n4th floor exterior with lift\n\n\nPenthouse in the Gotico\nAmazing penthouse in a modernist building from 1900 with lift', ' completly rehabilitated in 2011. Unique in Barcelona', ' in which we can consider the best building in Gotico.\nDistributed in a big living room with exit to a balcony', ' open kitchen. Three double bedrooms']",El Gòtic,101 m²,4th,with lift,,"Penthouse in the Gotico
Amazing penthouse in a modernist building from 1900 with lift, completly rehabilitated in 2011. Unique in Barcelona, in which we can consider the best building in Gotico.
Distributed in a big living room with exit to a balcony, open kitchen. Three double bedrooms, all exterio"
244,Flat,/en/inmueble/100843496/,"1,050,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '050', '000€\n\n\n5 bed.\n209 m²\n3rd floor exterior with lift\n\n\nLarge and bright apartment next to the Arc de Triomf\nEngel & Völkers presents a large and bright apartment in the heart of Barcelona', ' one corner from the Arc del Triunfo']",La Dreta de l'Eixample,209 m²,3rd,with lift,,"Large and bright apartment next to the Arc de Triomf
Engel & Völkers presents a large and bright apartment in the heart of Barcelona, one corner from the Arc del Triunfo, which we can see from one of the balconies of the house.
This fantastic apartment consists of 209 sqm built and 195 sqm habitabl"
245,Flat,/en/inmueble/100664257/,"1,595,000€","['\n\n\n\n\n\n\nFlat in Pedralbes', ' Barcelona\n\n\n1', '595', '000€\nParking included\n\n\n5 bed.\n234 m²\n11th floor exterior with lift\n\n\nBrand new apartment in Pedralbes\nWe are in the best location in the city', ' with views that dominate the entire mantle of the city and the sea up to the Garraf mountains to the south']",Pedralbes,234 m²,11th,with lift,Parking included,"Brand new apartment in Pedralbes
We are in the best location in the city, with views that dominate the entire mantle of the city and the sea up to the Garraf mountains to the south, with the entire Collserola and Tibidabo mountain range to the west and the entire extension of Barcelona to the region"
246,Penthouse,/en/inmueble/99586748/,"1,450,000€","['\n\n\n\n\n\n\nPenthouse in Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n1', '450', '000€\n\n\n2 bed.\n195 m²\n4th floor exterior with lift\n\n\nOne of the kind industrial penthouse with terrace\nUnique penthouse in the luxury segment of the authentic industrial style. 3.80m ceilings', ' totally exterior', ' in a PRIME location', ' without car noise']",Sant Pere - Santa Cater,195 m²,4th,with lift,,"One of the kind industrial penthouse with terrace
Unique penthouse in the luxury segment of the authentic industrial style. 3.80m ceilings, totally exterior, in a PRIME location, without car noise, and with great unobstructed southbound views. It consists of the ground floor + upper floor (accessibl"
247,Flat,/en/inmueble/97544370/,"1,930,000€","['\n\n\n\n\n\n\nFlat in Gran Via de les Corts Catalanes', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '930', '000€\n\n\n1', '960']",Gran Via de les Corts Catalanes,340 m²,1st,with lift,,"Refurbished apartment with terrace in Gran Via
We enter a large 290 sqm flat through a stately entrance hall with marble floors and original high ceilings. To the right we find the day area and to the left the night area. At the end of the hallway we enter a spectacular living-dining room with a lar"
248,Flat,/en/inmueble/98991184/,"725,000€","[""\n\n\n\n\n\n\nFlat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n725', '000€\n\n\n4 bed.\n134 m²\n3rd floor exterior with lift\n\n\nExcellent flat near Francesc Macià\nSpacious and updated flat of approximately 134sq m of total built surface and with most of the rooms exterior', ' in an unbeatable location of the city', ' close to Francesc Macià']",L'Antiga Esquerra de l'Eixample,134 m²,3rd,with lift,,"Excellent flat near Francesc Macià
Spacious and updated flat of approximately 134sq m of total built surface and with most of the rooms exterior, in an unbeatable location of the city, close to Francesc Macià, Turó Park and Av. Josep Tarradellas. This flat is ideal for optimal comfort due to the pos"
249,Penthouse,/en/inmueble/100282781/,"750,000€","['\n\n\n\n\n\n\nPenthouse in Sant Gervasi - La Bonanova', ' Barcelona\n\n\n750']",Sant Gervasi - La Bonanova,103 m²,7th,with lift,,"Fantastic Penthouse in Bonanova
In an excellent residential and commercial area of Sant Gervasi is this unique and sunny penthouse of 103 m2 built and 35 m2 in terraces.
It is a house practically divided into 2 differentiated sectors and with individual accesses but at the same time they are united"
250,Detached,/en/inmueble/89229563/,"4,300,000€","['\n\n\n\n\n\n\nDetached house in Pedralbes', ' Barcelona\n\n\n4', '300', '000€\nParking included\n\n\n6 bed.\n710 m²\n\n\nWonderful house in Pedralbes with views\nIn the exclusive residential neighborhood of Pedralbes', ' and surrounded by the best international schools', ' almost 700 m2 on a plot of more than 1', '000 m2.\nThe house', ' in perfect condition']",Pedralbes,710 m²,,,Parking included,"Wonderful house in Pedralbes with views
In the exclusive residential neighborhood of Pedralbes, and surrounded by the best international schools, almost 700 m2 on a plot of more than 1,000 m2.
The house, in perfect condition, is distributed over 4 floors and enjoys great tranquility and wonderful vi"
251,Flat,/en/inmueble/100205466/,"720,000€","['\n\n\n\n\n\n\nFlat in Pedralbes', ' Barcelona\n\n\n720', '000€\n\n\n2 bed.\n100 m²\n3rd floor exterior with lift\n\n\nMagnificent renovated apartment in Pedralbes\nApartment in the exclusive neighborhood of Pedralbes', ' which has just been completely renovated. Apartment on a third floor in a building with an elevator. Exterior apartment with 2 bedrooms.\nIn the reform']",Pedralbes,100 m²,3rd,with lift,,"Magnificent renovated apartment in Pedralbes
Apartment in the exclusive neighborhood of Pedralbes, which has just been completely renovated. Apartment on a third floor in a building with an elevator. Exterior apartment with 2 bedrooms.
In the reform, design has been taken into account as well as fu"
252,Flat,/en/inmueble/99552805/,"926,000€","[""\n\n\n\n\n\n\nFlat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n926']",L'Antiga Esquerra de l'Eixample,119 m²,3rd,with lift,,"Magnificent exterior apartment in Eixample
This bright and elegant apartment with Southeast orientation is part of a comprehensive Rehabilitation in a magnificent royal estate of 1900 located in Gran Vía de les Corts Catalanes.
All the details have been taken care of in the rehabilitation including"
253,Flat,/en/inmueble/99931258/,"790,000€","['\n\n\n\n\n\n\nFlat in La Teixonera', ' Barcelona\n\n\n790', '000€\nParking included\n\n\n3 bed.\n208 m²\n exterior with lift\n\n\nHouse with pool and parking in Vallcarca-Penitents\nWe are pleased to present this beautiful apartment with characteristics similar to a comfortable house', ' it is located at street level', ' a security door allows us to enter', ' to the left is the night area', ' made up of three bedrooms', ' two doubles']",La Teixonera,208 m²,,,Parking included,"House with pool and parking in Vallcarca-Penitents
We are pleased to present this beautiful apartment with characteristics similar to a comfortable house, it is located at street level, a security door allows us to enter, to the left is the night area, made up of three bedrooms, two doubles, the fir"
254,Cortijo,/en/inmueble/94726691/,"745,000€","['\n\n\n\n\n\n\nCortijo in Vila de Gràcia', ' Barcelona\n\n\n745', '000€\n\n\n6 bed.\n238 m²\n\n\nAmazing house to refurbish in Vila de Gràcia\nEngel & Volkers presents this amazing property in Vila de Gràcia', ' a house to renovate with garden']",Vila de Gràcia,238 m²,,,,"Amazing house to refurbish in Vila de Gràcia
Engel & Volkers presents this amazing property in Vila de Gràcia, a house to renovate with garden, terrace and beautiful protected façade from 1910.
The property consists of 3 floors with a total surface of 204 sqm to which we have to add a garden of 35"
255,Flat,/en/inmueble/100587294/,"1,600,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '600', '000€\n\n\n3 bed.\n199 m²\n2nd floor exterior with lift\n\n\nRenovated flat in Eixample\nWe are pleased to present this outstanding property on a prestigious avenue in the heart of Barcelona.\nThis historical regal building of 1900 is undergoing a full renovation of the flat', ' common areas', ' mechanical equipment']",La Dreta de l'Eixample,199 m²,2nd,with lift,,"Renovated flat in Eixample
We are pleased to present this outstanding property on a prestigious avenue in the heart of Barcelona.
This historical regal building of 1900 is undergoing a full renovation of the flat, common areas, mechanical equipment, as well as a restoration of the original elevator"
256,Flat,/en/inmueble/100763910/,"1,150,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '150', '000€\n\n\n4 bed.\n221 m²\n2nd floor exterior with lift\n\n\nExceptional flat to refurbish in Eixample\nIt is located in a beautiful', ' well-preserved historic building from 1910 built by the renowned architect Juli Batllevell']",La Dreta de l'Eixample,221 m²,2nd,with lift,,"Exceptional flat to refurbish in Eixample
It is located in a beautiful, well-preserved historic building from 1910 built by the renowned architect Juli Batllevell, a disciple of Antoni Gaudí.
The flat is distributed on a typical Eixample plan floor that faces the street on one side and a cozy and qu"
257,Detached,/en/inmueble/101253947/,"1,600,000€","['\n\n\n\n\n\n\nDetached house in Vallcarca i els Penitents', ' Barcelona\n\n\n1', '600', '000€\nParking included\n\n\n7 bed.\n404 m²\n\n\nModernist jewel in Vallcarca-Penitents\nThe house with two entrances from two streets at different levels. If we enter from the street with an upper level', ' the description of the property is as follows:\nPlt. -2 27 sqm garage for two cars\nPlt. -1 Of 40 sqm with a living room', ' two bedrooms']",Vallcarca i els Penitents,404 m²,,,Parking included,"Modernist jewel in Vallcarca-Penitents
The house with two entrances from two streets at different levels. If we enter from the street with an upper level, the description of the property is as follows:
Plt. -2 27 sqm garage for two cars
Plt. -1 Of 40 sqm with a living room, two bedrooms, toilet and"
258,Flat,/en/inmueble/97107255/,"780,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - La Bonanova', ' Barcelona\n\n\n780', '000€\n\n\n3 bed.\n153 m²\n1st floor exterior with lift\n\n\nNew apartment in Sant Gervasi Bonanova\nIn the neighborhood of Sant Gervasi La Bonanova', ' we find this elegant apartment completely renovated']",Sant Gervasi - La Bonanova,153 m²,1st,with lift,,"New apartment in Sant Gervasi Bonanova
In the neighborhood of Sant Gervasi La Bonanova, we find this elegant apartment completely renovated, brand new with very good qualities and good orientation.
The day area consists of a spacious living room with access to a pleasant south-facing terrace and a r"
259,Flat,/en/inmueble/100123202/,"385,000€","['\n\n\n\n\n\n\nFlat in El Raval', ' Barcelona\n\n\n385', '000€\n\n\n3 bed.\n104 m²\n4th floor exterior with lift\n\n\nCozy and bright apartment in Drassanes', ' Raval\nFrom the front door of the apartment']",El Raval,104 m²,4th,with lift,,"Cozy and bright apartment in Drassanes, Raval
From the front door of the apartment, we lead to the lobby of the house which distributes to the different areas of the house. From the lobby to the right we walk to a formal dining and living room with wood laminate floors and original exposed beam ceil"
260,Flat,/en/inmueble/101198896/,"1,650,000€","['\n\n\n\n\n\n\nFlat in Pedralbes', ' Barcelona\n\n\n1', '650', '000€\nParking included\n\n\n1', '700', '000 €\n\n3%\n\n\n\n3 bed.\n154 m²\n3rd floor exterior with lift\n\n\nRenovated apartment with parking and pool in Pedralbes\nExclusive aparment in Pedralbes', ' building with garden', ' pool and parking space.\nSpectacular home of 145 m2 built', ' plus 13 m2 of terrace and 26 m2 of community areas. A parking space for car included in the price.\nThis magnificent home']",Pedralbes,154 m²,3rd,with lift,Parking included,"Renovated apartment with parking and pool in Pedralbes
Exclusive aparment in Pedralbes, building with garden, pool and parking space.
Spectacular home of 145 m2 built, plus 13 m2 of terrace and 26 m2 of community areas. A parking space for car included in the price.
This magnificent home, which is b"
261,Flat,/en/inmueble/96694346/,"1,125,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '125', '000€\n\n\n3 bed.\n133 m²\n4th floor exterior with lift\n\n\nLuxurious apartment in Eixample Dret\nWe present exclusively this spectacular property located on the fourth real floor', ' freshly renovated with high end materials. With a very elegant and modern style as well as preserving the original elements']",La Dreta de l'Eixample,133 m²,4th,with lift,,"Luxurious apartment in Eixample Dret
We present exclusively this spectacular property located on the fourth real floor, freshly renovated with high end materials. With a very elegant and modern style as well as preserving the original elements, this property has been perfectly distributed by maximiz"
262,Duplex,/en/inmueble/101336091/,"390,000€","['\n\n\n\n\n\n\nDuplex in Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n390', '000€\n\n\n430', '000 €\n\n9%\n\n\n\n2 bed.\n82 m²\nGround floor exterior with lift\n\n\nNew Apartments in a Restored Medieval Building in El Born\nIn a quiet street next to the emblematic Born Market we find this corner building', ' of a total of 10 apartments', ' completely renovated maintaining its charm and original elements.\nIt has 2 bedroom apartments']",Sant Pere - Santa Cater,82 m²,Ground,with lift,,"New Apartments in a Restored Medieval Building in El Born
In a quiet street next to the emblematic Born Market we find this corner building, of a total of 10 apartments, completely renovated maintaining its charm and original elements.
It has 2 bedroom apartments, with balconies overlooking the str"
263,Detached,/en/inmueble/99991679/,"2,400,000€","['\n\n\n\n\n\n\nDetached house in Sant Gervasi - La Bonanova', ' Barcelona\n\n\n2', '400', '000€\n\n\n9 bed.\n423 m²\n\n\nEmblematic house in Sarrià with garden\nHouse from 1904 with a clear modernist tendency of the architect Juan José Hervás i Arizmendi to rehabilitate. The construction consists of a ground floor plus 2 floors']",Sant Gervasi - La Bonanova,423 m²,,,,"Emblematic house in Sarrià with garden
House from 1904 with a clear modernist tendency of the architect Juan José Hervás i Arizmendi to rehabilitate. The construction consists of a ground floor plus 2 floors, a first floor and an accessible roof terrace where you can enjoy a terrace of about 14m2. T"
264,Flat,/en/inmueble/98372265/,"1,400,000€","['\n\n\n\n\n\n\nFlat in Pedralbes', ' Barcelona\n\n\n1', '400', '000€\nParking included\n\n\n3 bed.\n133 m²\n4th floor exterior with lift\n\n\nRefurbished Apartment with terrace in Pedralbes\nSpectacular brand new newly renovated home.\nHousing on the fourth floor of: 116.48m2 of housing plus 27.88 m2 of terrace facing South and 4.11 sqm of private area\ncommon.\nFantastic house with three bedrooms']",Pedralbes,133 m²,4th,with lift,Parking included,"Refurbished Apartment with terrace in Pedralbes
Spectacular brand new newly renovated home.
Housing on the fourth floor of: 116.48m2 of housing plus 27.88 m2 of terrace facing South and 4.11 sqm of private area
common.
Fantastic house with three bedrooms, one of them en suite. Spacious living room w"
265,Flat,/en/inmueble/99556120/,"1,650,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '650', '000€\n\n\n3 bed.\n138 m²\n1st floor exterior with lift\n\n\nNew first floor flat facing Rambla Catalunya\nWe are pleased to present this completely refurbished finca regia with 17 contemporary designed apartments', ' located on the iconic Rambla de Catalunya in the heart of Barcelona. Set on a tree-lined']",La Dreta de l'Eixample,138 m²,1st,with lift,,"New first floor flat facing Rambla Catalunya
We are pleased to present this completely refurbished finca regia with 17 contemporary designed apartments, located on the iconic Rambla de Catalunya in the heart of Barcelona. Set on a tree-lined, semi-pedestrianized avenue known for both outdoor dining"
266,Flat,/en/inmueble/101578390/,"1,295,000€","['\n\n\n\n\n\n\nFlat in Pedralbes', ' Barcelona\n\n\n1', '295', '000€\nParking included\n\n\n4 bed.\n180 m²\n4th floor exterior with lift\n\n\nSpacious and bright with communal pool\nWe access the apartment through the main door', ' through the hall we enter the living room with direct access to a large terrace. Kitchen equipped with independent and private water area', ' with fitted wardrobes. The night area has 3 double bedrooms']",Pedralbes,180 m²,4th,with lift,Parking included,"Spacious and bright with communal pool
We access the apartment through the main door, through the hall we enter the living room with direct access to a large terrace. Kitchen equipped with independent and private water area, with fitted wardrobes. The night area has 3 double bedrooms, one of them en"
267,Flat,/en/inmueble/99484970/,"1,995,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '995', '000€\nParking included\n\n\n5 bed.\n350 m²\n4th floor exterior with lift\n\n\nHigh and luminous flat in Galvany\nLikely flat entirely outdoor on a 4th floor with a very square distribution', ' made up of a spacious hall that gives us an incredible and bright dining hall with three winds and an outlet to the terrace of around. 30m2. From the dining room']",Sant Gervasi - Galvany,350 m²,4th,with lift,Parking included,"High and luminous flat in Galvany
Likely flat entirely outdoor on a 4th floor with a very square distribution, made up of a spacious hall that gives us an incredible and bright dining hall with three winds and an outlet to the terrace of around. 30m2. From the dining room, we can access a large offi"
